okres,year,total_voters,total_populist,business_total,private,private_foreign,private_foreign_intl,pop_density,age_dep_ratio,pop_tot,foreign_prop,uni_prop,relig,prop_agro,prop_manuf,prop_prof,tot_land,agro_land,agro_prop_land,foreign_biz_prop,turnout,total_pop,slovak,hungarian,ukrainian,czech,german,polish,austrian
Piešťany,2012,32122,0.6403399539256585,2075,2063,291,124,165.59,18,63090,0.1055793311142812,0.19150362261019438,0.8784678236635419,0.02539951317599746,0.11207535188908879,0.13874484072388613,381115992,243038416,0.6377019623988909,0.14024096385542167,0.5091456649231257,63090,56429,115,19,455,43,19,7
Piešťany,2016,32723,0.3998410903645754,2495,2486,276,106,165.2,19.05,62924,0.09768927595194199,0.19150362261019438,0.8784678236635419,0.02539951317599746,0.11207535188908879,0.13874484072388613,381115710,242527983,0.6363631218455938,0.11062124248496993,0.5200400483122497,62924,56777,139,49,558,88,52,38
Poltár,2002,12660,0.39360189573459714,51,48,1,0,48.45,24.86,22980,0.03272410791993041,0.10094482792382631,0.8249722776668884,0.2089864158829676,0.12121212121212122,0.09404388714733543,476302629,219537713,0.46092064085583706,0.0196078431372549,0.5509138381201044,22980,22228,104,4,85,2,8,1
Poltár,2010,10039,0.648470963243351,145,141,11,6,47.33,20.41,22498,0.036225442261534346,0.10094482792382631,0.8249722776668884,0.2089864158829676,0.12121212121212122,0.09404388714733543,476219038,216326950,0.45425934861512196,0.07586206896551724,0.44621744155036003,22498,21683,111,5,92,31,5,3
Poltár,2012,10222,0.7780277832126785,179,175,11,5,47.12,19.86,22400,0.09776785714285718,0.10094482792382631,0.8249722776668884,0.2089864158829676,0.12121212121212122,0.09404388714733543,476219038,215986135,0.4535436800407799,0.061452513966480445,0.4563392857142857,22400,20210,100,4,67,8,6,0
Poltár,2016,9795,0.3953037263910158,261,259,5,2,45.87,19.47,21767,0.08903385859328339,0.10094482792382631,0.8249722776668884,0.2089864158829676,0.12121212121212122,0.09404388714733543,476298871,215505006,0.452457520101911,0.019157088122605363,0.4499931088344742,21767,19829,117,7,77,59,5,2
Poprad,2002,53287,0.440970593202845,1107,1096,56,86,94,27.73,104526,0.0636588025945698,0.18234783202724728,0.880670554496988,0.03202160493827161,0.09575617283950617,0.13858024691358026,1112159120,286957736,0.25801859719497694,0.05058717253839205,0.5097966056292215,104526,97872,207,102,921,162,104,3
Poprad,2010,44816,0.4158113173866476,2439,2428,171,125,95.01,22.6,105068,0.06919328434918337,0.18234783202724728,0.880670554496988,0.03202160493827161,0.09575617283950617,0.13858024691358026,1105383920,280014173,0.25331847870557045,0.07011070110701106,0.4265428103704268,105068,97798,235,127,1020,234,172,15
Poprad,2012,46004,0.5978827928006261,2820,2808,214,87,94.25,23.25,104297,0.15267936757528977,0.18234783202724728,0.880670554496988,0.03202160493827161,0.09575617283950617,0.13858024691358026,1105081395,278772827,0.25226451939316197,0.07588652482269503,0.4410865125554906,104297,88373,142,85,629,115,105,9
Poprad,2016,50042,0.39346948563206907,3434,3421,163,80,94.62,23.67,104596,0.14077976213239507,0.18234783202724728,0.880670554496988,0.03202160493827161,0.09575617283950617,0.13858024691358026,1104780551,273624461,0.2476731335941123,0.04746651135701806,0.47843129756396036,104596,89871,196,102,710,160,175,18
Považská Bystrica,2002,35208,0.615229493296978,616,612,47,37,140.5,26.81,65007,0.01773655144830555,0.18508111287186943,0.9046105428796224,0.05114401076716016,0.1556751906684612,0.10647525048601765,462975197,132095085,0.28531784392760895,0.0762987012987013,0.5416032119617887,65007,63854,42,14,523,21,31,0
Považská Bystrica,2010,31613,0.6270521620852181,1308,1300,104,59,138.07,18.94,63890,0.021255282516825846,0.18508111287186943,0.9046105428796224,0.05114401076716016,0.1556751906684612,0.10647525048601765,463153844,130136293,0.28097854457189825,0.07951070336391437,0.494803568633589,63890,62532,49,23,598,32,43,4
Považská Bystrica,2012,32915,0.7357435819535166,1414,1407,120,53,137,18.55,63363,0.07390748544103021,0.18508111287186943,0.9046105428796224,0.05114401076716016,0.1556751906684612,0.10647525048601765,463153880,129109466,0.2787614906734669,0.08486562942008487,0.5194671969445891,63363,58680,41,26,373,17,30,3
Považská Bystrica,2016,32358,0.38902280734285183,1807,1801,98,46,135.85,19,62810,0.06661359656105714,0.18508111287186943,0.9046105428796224,0.05114401076716016,0.1556751906684612,0.10647525048601765,463153880,127582379,0.27546434243409557,0.054233536247924735,0.5151727431937589,62810,58626,47,37,417,33,43,5
Prešov,2002,84340,0.3984230495612995,1692,1682,83,139,174.03,30.67,162658,0.05793751306422068,0.20651088130171433,0.9210260708404407,0.028164378408877186,0.11312770359225127,0.13108895993981567,933484649,497104063,0.532525161000264,0.04905437352245863,0.5185112321558116,162658,153234,224,1146,939,49,57,0
Prešov,2010,72514,0.402777394709987,4026,4020,229,242,179.23,24.71,167616,0.05772718594883541,0.20651088130171433,0.9210260708404407,0.028164378408877186,0.11312770359225127,0.13108895993981567,933677472,493450776,0.5285023905985385,0.0568802781917536,0.4326197976326842,167616,157940,208,1134,965,58,160,5
Prešov,2012,76215,0.578455684576527,4592,4584,252,178,182.26,24.64,170532,0.15122088522975163,0.20651088130171433,0.9210260708404407,0.028164378408877186,0.11312770359225127,0.13108895993981567,933731474,492489702,0.5274425417944089,0.054878048780487805,0.4469249173175709,170532,144744,162,747,603,54,63,8
Prešov,2016,80683,0.37962148160083287,5789,5779,293,147,185.23,25.54,173457,0.14179883198717835,0.20651088130171433,0.9210260708404407,0.028164378408877186,0.11312770359225127,0.13108895993981567,933954989,490396663,0.5250752646281972,0.05061323199170841,0.4651469816726912,173457,148861,195,777,722,83,228,14
Prievidza,2002,78403,0.5943267477009808,1028,1014,75,99,145.99,23.48,139950,0.028102893890675218,0.146712500765603,0.7753564332023148,0.04220118552596656,0.12120675926745111,0.11634079447934177,959757669,356012574,0.37094006695558895,0.07295719844357977,0.5602215076813147,139950,136017,483,57,983,585,58,2
Prievidza,2010,67845,0.6031689881347189,2135,2113,182,99,145.45,17.49,139535,0.03925896728419398,0.146712500765603,0.7753564332023148,0.04220118552596656,0.12120675926745111,0.11634079447934177,959773759,347954155,0.3625376832166548,0.08524590163934426,0.486222094814921,139535,134057,492,70,1083,621,294,15
Prievidza,2012,70939,0.7464159348172373,2366,2341,212,92,143.37,17.56,137380,0.07688892124035518,0.146712500765603,0.7753564332023148,0.04220118552596656,0.12120675926745111,0.11634079447934177,959773271,346547064,0.36107180150883783,0.08960270498732037,0.5163706507497452,137380,126817,313,62,704,374,59,7
Prievidza,2016,70401,0.3617704293973097,3132,3113,189,92,141.43,18.01,135533,0.07290475382379202,0.146712500765603,0.7753564332023148,0.04220118552596656,0.12120675926745111,0.11634079447934177,959869538,344832643,0.3592494910490638,0.0603448275862069,0.519438070433031,135533,125652,335,81,800,408,271,26
Púchov,2002,25254,0.6312267363585966,359,352,33,23,121.81,26.54,45688,0.018757660654876607,0.15944984478734733,0.9294207214671175,0.06212806474648893,0.13234944060937873,0.1028326588907403,375348973,138630227,0.3693369023817737,0.09192200557103064,0.5527490807214148,45688,44831,19,14,454,10,20,1
Púchov,2010,22205,0.6007655933348345,712,706,74,36,121.03,19.81,45451,0.023365822534157643,0.15944984478734733,0.9294207214671175,0.06212806474648893,0.13234944060937873,0.1028326588907403,375335640,137270431,0.3657271422452715,0.10393258426966293,0.4885481067523267,45451,44389,25,18,520,20,25,3
Púchov,2012,22894,0.7224600331964707,804,796,83,31,118.9,19.47,44592,0.06837549336203808,0.15944984478734733,0.9294207214671175,0.06212806474648893,0.13234944060937873,0.1028326588907403,375335640,135864711,0.3619819077133203,0.10323383084577115,0.513410477215644,44592,41543,21,7,270,18,21,0
Púchov,2016,23277,0.37380246595351635,1138,1131,88,30,118.49,19.66,44434,0.06598550659404956,0.15944984478734733,0.9294207214671175,0.06212806474648893,0.13234944060937873,0.1028326588907403,375109676,133614868,0.35620213646528276,0.0773286467486819,0.5238556060674259,44434,41502,29,13,332,33,34,3
Revúca,2002,19829,0.35473296686671035,145,134,7,6,55.94,28.17,40818,0.30405703366161985,0.09850426232937608,0.753440594059406,0.1369949494949495,0.13573232323232323,0.09154040404040405,730382860,254550362,0.34851634114195945,0.04827586206896552,0.48579058258611396,40818,28407,8908,86,222,8,9,0
Revúca,2010,17533,0.4931842810699823,280,268,21,10,55.46,24.89,40406,0.3036925209127357,0.09850426232937608,0.753440594059406,0.1369949494949495,0.13573232323232323,0.09154040404040405,730255815,251777892,0.34478040000270316,0.075,0.43392070484581496,40406,28135,8683,125,249,10,16,0
Revúca,2012,15737,0.5593188028213764,319,310,25,9,55.29,24.89,40326,0.33965679710360563,0.09850426232937608,0.753440594059406,0.1369949494949495,0.13573232323232323,0.09154040404040405,730197053,248577419,0.34042511946429344,0.07836990595611286,0.39024450726578386,40326,26629,7760,48,170,8,16,2
Revúca,2016,14248,0.3021476698483998,448,442,26,10,54.91,25.56,40052,0.32480275641665834,0.09850426232937608,0.753440594059406,0.1369949494949495,0.13573232323232323,0.09154040404040405,730117975,244900667,0.33542615766993,0.05803571428571429,0.35573754119644463,40052,27043,7763,53,196,13,20,4
Rimavská Sobota,2002,41311,0.2944252136234901,397,382,13,24,56.39,27.7,82885,0.47908547988176386,0.0951729115593773,0.8363509995405765,0.1360587002096436,0.11341719077568134,0.11341719077568134,1471080509,840870757,0.5716007736188421,0.0327455919395466,0.4984134644386801,82885,43176,34345,39,421,24,22,1
Rimavská Sobota,2010,35178,0.34254363522656206,859,849,67,35,56.22,25.34,82754,0.49203663871232806,0.0951729115593773,0.8363509995405765,0.1360587002096436,0.11341719077568134,0.11341719077568134,1471077286,837393208,0.5692380787667195,0.0779976717112922,0.42509123426057954,82754,42036,35173,49,469,33,34,10
Rimavská Sobota,2012,32972,0.4050406405434914,974,965,97,37,57.68,25.73,84837,0.5286608437356342,0.0951729115593773,0.8363509995405765,0.1360587002096436,0.11341719077568134,0.11341719077568134,1471077286,835945297,0.5682538266041857,0.09958932238193019,0.38865117814161276,84837,39987,30772,30,295,31,25,6
Rimavská Sobota,2016,31481,0.2568851053016105,1336,1329,90,29,57.47,25.92,84518,0.5235216166970349,0.0951729115593773,0.8363509995405765,0.1360587002096436,0.11341719077568134,0.11341719077568134,1471073878,827790786,0.5627119061657351,0.06736526946107785,0.3724768688326747,84518,40271,31653,36,359,44,34,13
Rožňava,2002,31994,0.2838344689629306,380,371,30,24,52.72,27.64,61867,0.36992257584819044,0.11633189253326554,0.7535634796609367,0.1293963254593176,0.1236220472440945,0.08582677165354331,1173324043,372803226,0.3177325379328309,0.07894736842105263,0.5171416102283931,61867,38981,18901,65,281,35,20,0
Rožňava,2010,28809,0.3807837828456385,730,719,71,34,52.67,23.87,61827,0.3699192909246769,0.11633189253326554,0.7535634796609367,0.1293963254593176,0.1236220472440945,0.08582677165354331,1173343478,368973930,0.31446369875335006,0.09726027397260274,0.4659614731428017,61827,38956,18695,71,342,45,36,5
Rožňava,2012,25874,0.4569451959496019,798,789,81,32,53.9,24.28,63179,0.4130802956678643,0.11633189253326554,0.7535634796609367,0.1293963254593176,0.1236220472440945,0.08582677165354331,1173346968,365317324,0.3113463740590669,0.10150375939849623,0.40953481378306084,63179,37081,16111,53,220,38,27,0
Rožňava,2016,24202,0.29819849599206677,1000,993,73,26,53.36,23.57,62515,0.3935215548268416,0.11633189253326554,0.7535634796609367,0.1293963254593176,0.1236220472440945,0.08582677165354331,1173348104,365190115,0.3112376572264014,0.073,0.38713908661921137,62515,37914,15538,60,272,43,38,6
Ružomberok,2002,32946,0.49632732349905906,344,326,11,15,91.62,26.52,59210,0.021499746664414787,0.17492460901886528,0.9062122935843072,0.0469520615506017,0.10613533241270467,0.13020319589662654,646844544,187457108,0.2898024103918236,0.03197674418604651,0.5564262793447052,59210,57937,51,48,359,10,24,1
Ružomberok,2010,28476,0.4937140047759517,938,927,48,28,91.43,21.24,59113,0.026390134149848588,0.17492460901886528,0.9062122935843072,0.0469520615506017,0.10613533241270467,0.13020319589662654,646834809,185895652,0.28739277697097465,0.0511727078891258,0.48172144875069783,59113,57553,51,82,436,25,79,7
Ružomberok,2012,29576,0.6428861238842305,1058,1048,72,29,89.45,20.69,57762,0.06284408434610989,0.17492460901886528,0.9062122935843072,0.0469520615506017,0.10613533241270467,0.13020319589662654,646812354,182975980,0.28288881445823466,0.06805293005671077,0.5120321318513902,57762,54132,57,40,251,15,46,4
Ružomberok,2016,30833,0.4165018000194597,1382,1373,77,21,88.19,20.87,56942,0.05834006532963365,0.17492460901886528,0.9062122935843072,0.0469520615506017,0.10613533241270467,0.13020319589662654,646798629,182014993,0.28140905815061645,0.055716353111432707,0.5414808050296793,56942,53620,60,51,315,28,94,23
Sabinov,2002,24983,0.478885642236721,172,169,5,9,112.6,41.67,54676,0.07937669178432949,0.11864966093025558,0.961864406779661,0.09488536155202822,0.18059964726631395,0.06419753086419754,483498328,259140639,0.535970083023741,0.029069767441860465,0.4569280854488258,54676,50336,24,116,145,5,21,0
Sabinov,2010,21397,0.49595737720241156,414,411,15,17,119,33.8,57751,0.0753753181763086,0.11864966093025558,0.961864406779661,0.09488536155202822,0.18059964726631395,0.06419753086419754,483498328,259182573,0.5360568134167364,0.036231884057971016,0.37050440685009783,57751,53398,17,117,174,11,21,0
Sabinov,2012,23089,0.645328944519035,500,498,17,12,106.81,33.38,58450,0.16453378956372966,0.11864966093025558,0.961864406779661,0.09488536155202822,0.18059964726631395,0.06419753086419754,545448530,262111553,0.48054314675667015,0.034,0.39502138579982893,58450,48833,19,75,98,6,20,0
Sabinov,2016,23863,0.36009722164019614,799,793,18,14,109.12,32.72,59694,0.15497369919924953,0.11864966093025558,0.961864406779661,0.09488536155202822,0.18059964726631395,0.06419753086419754,545448530,261679462,0.4797509711869606,0.02252816020025031,0.3997554193051228,59694,50443,31,85,141,14,33,0
Šaľa,2002,28322,0.3109596779888426,362,355,28,29,151.58,23.73,53966,0.37812696883222774,0.139449109314918,0.8519873888075667,0.030959752321981424,0.12229102167182662,0.14047987616099072,355900088,296939233,0.8343331260991428,0.07734806629834254,0.5248119186154245,53966,33560,19109,28,282,8,19,2
Šaľa,2010,25206,0.2621598032214552,997,992,68,51,151.55,19.22,53903,0.3704246516891453,0.139449109314918,0.8519873888075667,0.030959752321981424,0.12229102167182662,0.14047987616099072,355900088,295573966,0.8304970298293379,0.06820461384152457,0.46761775782423987,53903,33936,18453,39,327,17,28,10
Šaľa,2012,23825,0.3808604407135362,1146,1142,75,49,149.42,19.46,53101,0.3921960038417356,0.139449109314918,0.8519873888075667,0.030959752321981424,0.12229102167182662,0.14047987616099072,355900088,295027503,0.8289615904787301,0.06544502617801047,0.4486732829890209,53101,32275,16567,29,228,10,24,3
Šaľa,2016,23791,0.27094279349333783,1373,1369,76,34,147.33,19.97,52358,0.3855380266625922,0.139449109314918,0.8519873888075667,0.030959752321981424,0.12229102167182662,0.14047987616099072,355900088,294729204,0.8281234367101364,0.055353241077931534,0.4543909240230719,52358,32172,16046,36,250,15,33,13
Senec,2002,29406,0.3358498265660069,587,582,55,53,145.71,23.08,52998,0.22787652364240163,0.2603881450278321,0.8173092884629896,0.01892857142857143,0.091,0.18807142857142858,359890039,294428495,0.8181068190109035,0.09369676320272573,0.5548511264576022,52998,40921,10554,51,432,72,19,3
Senec,2010,33823,0.2653519794222866,2073,2069,275,94,180.71,23.11,66402,0.19371404475768805,0.2603881450278321,0.8173092884629896,0.01892857142857143,0.091,0.18807142857142858,359883925,274483333,0.7626996204401183,0.1326579835986493,0.5093671877353092,66402,53539,10659,85,600,115,74,41
Senec,2012,34580,0.4227299016772701,2575,2570,354,99,190.99,25.3,69880,0.21794504865483688,0.2603881450278321,0.8173092884629896,0.01892857142857143,0.091,0.18807142857142858,359883925,273139136,0.758964535579076,0.13747572815533982,0.4948483113909559,69880,54650,9258,108,485,103,49,14
Senec,2016,42596,0.3276129214010705,3748,3745,366,92,221.32,29.57,81412,0.1866923795017933,0.2603881450278321,0.8173092884629896,0.01892857142857143,0.091,0.18807142857142858,359883925,269873733,0.74989104611994,0.09765208110992529,0.5232152508229745,81412,66213,9324,193,654,151,101,44
Senica,2002,28139,0.50033760972316,510,503,51,51,88.84,24.74,60668,0.02813674424737922,0.13003184659713213,0.8369529287319847,0.05104944859480612,0.123977232301672,0.123977232301672,683680777,397874325,0.5819592101826786,0.1,0.4638194764950221,60668,58961,76,25,693,12,14,1
Senica,2010,25571,0.4746392397637949,1067,1058,153,59,89.73,19.43,61389,0.036537490429881525,0.13003184659713213,0.8369529287319847,0.05104944859480612,0.123977232301672,0.123977232301672,683541103,394233406,0.5767515724654235,0.14339268978444236,0.4165404225512714,61389,59146,76,32,765,18,24,17
Senica,2012,26408,0.6536655558921539,1211,1202,176,53,88.74,19.57,60690,0.05505025539627617,0.13003184659713213,0.8369529287319847,0.05104944859480612,0.123977232301672,0.123977232301672,683327728,393499065,0.5758570139568521,0.1453344343517754,0.43512934585598945,60690,57349,86,17,483,26,21,12
Senica,2016,27586,0.363626477198579,1520,1512,170,48,88.77,20.4,60655,0.05343335256780146,0.13003184659713213,0.8369529287319847,0.05104944859480612,0.123977232301672,0.123977232301672,683298319,391196636,0.5725122177565316,0.1118421052631579,0.454801747588822,60655,57414,98,29,578,32,31,37
Skalica,2002,20638,0.41394514972381047,479,476,86,54,130.78,25.11,46757,0.04333041041983021,0.1393274575698011,0.8278374150971696,0.03191065017949741,0.1418029517351416,0.12804148384523334,357124294,228326921,0.6393486100948371,0.17954070981210857,0.4413884552045683,46757,44731,49,71,1246,9,15,3
Skalica,2010,19113,0.36200491811855806,1007,1002,188,60,133.92,19.58,47871,0.05170144764053397,0.1393274575698011,0.8278374150971696,0.03191065017949741,0.1418029517351416,0.12804148384523334,357143508,226527018,0.6342744944981612,0.18669314796425024,0.3992605126276869,47871,45396,56,81,1409,20,19,9
Skalica,2012,19599,0.5918669319863258,1103,1097,193,57,130.81,20.11,46769,0.05937693771515318,0.1393274575698011,0.8278374150971696,0.03191065017949741,0.1418029517351416,0.12804148384523334,357139005,226557433,0.6343676546895235,0.17497733454215775,0.4190596335179285,46769,43992,136,72,797,11,14,3
Skalica,2016,21680,0.38228782287822877,1332,1329,183,51,131.72,20.98,47039,0.05958885180382234,0.1393274575698011,0.8278374150971696,0.03191065017949741,0.1418029517351416,0.12804148384523334,357081962,224450444,0.6285684181381305,0.1373873873873874,0.46089415166138736,47039,44236,145,83,906,24,18,23
Snina,2002,17878,0.526568967446023,193,192,8,20,49.12,29.12,39470,0.1521155307828731,0.15657192324339922,0.965642948936505,0.1144578313253012,0.21362372567191845,0.07460611677479147,804920065,259021613,0.32179793281709285,0.04145077720207254,0.4529516088168229,39470,33466,28,1088,194,2,21,0
Snina,2010,14435,0.6805680637339799,404,402,23,16,47.76,20.45,38338,0.15446815170327088,0.15657192324339922,0.965642948936505,0.1144578313253012,0.21362372567191845,0.07460611677479147,804743601,253657209,0.31520251752831274,0.05693069306930693,0.37651938024936094,38338,32416,28,979,207,13,29,1
Snina,2012,15496,0.7562596799173981,456,454,30,11,47.22,19.83,37920,0.2201740506329114,0.15657192324339922,0.965642948936505,0.1144578313253012,0.21362372567191845,0.07460611677479147,804744185,253102611,0.3145131281687981,0.06578947368421052,0.40864978902953586,37920,29571,20,582,151,8,13,0
Snina,2016,14713,0.30721130972609256,573,570,22,10,46.07,18.73,36945,0.20725402625524425,0.15657192324339922,0.965642948936505,0.1144578313253012,0.21362372567191845,0.07460611677479147,804744186,249397132,0.30990858503698465,0.038394415357766144,0.3982406279604818,36945,29288,43,634,182,12,30,1
Sobrance,2002,12086,0.5750455071984114,92,91,3,6,43.93,29.42,23624,0.03898577717575347,0.13352996380211823,0.9689530371080975,0.1973816717019134,0.10976837865055387,0.06747230614300101,538285356,303144867,0.5631675906115492,0.03260869565217391,0.5115983745343718,23624,22703,17,119,129,5,12,0
Sobrance,2010,10189,0.6984983806065365,171,169,23,10,43.13,22.33,23213,0.06328350493258084,0.13352996380211823,0.9689530371080975,0.1973816717019134,0.10976837865055387,0.06747230614300101,538170394,303001105,0.5630207614133452,0.13450292397660818,0.4389350794813251,23213,21744,20,162,151,9,19,0
Sobrance,2012,10332,0.7715834301200155,196,194,31,9,42.47,22.37,22839,0.11769341915145148,0.13352996380211823,0.9689530371080975,0.1973816717019134,0.10976837865055387,0.06747230614300101,538167703,302676900,0.5624211529468166,0.15816326530612246,0.4523840798633916,22839,20151,25,135,107,3,13,0
Sobrance,2016,9862,0.314337862502535,249,247,21,6,42.39,21.65,22818,0.12967832413007274,0.13352996380211823,0.9689530371080975,0.1973816717019134,0.10976837865055387,0.06747230614300101,538167833,301706093,0.5606171058536678,0.08433734939759036,0.43220264703304406,22818,19859,205,284,123,8,19,0
Spišská Nová Ves,2002,43743,0.4577646709187756,662,649,29,49,160.01,33.21,94193,0.08821249986729374,0.1393022218618229,0.8958634328281742,0.047106109324758845,0.13231511254019293,0.10562700964630226,587079574,215449147,0.3669845733723313,0.04380664652567976,0.4643975666981623,94193,85884,86,65,346,86,30,4
Spišská Nová Ves,2010,37397,0.47121426852421316,1154,1138,63,72,166.12,29.34,97784,0.10619324224822058,0.1393022218618229,0.8958634328281742,0.047106109324758845,0.13231511254019293,0.10562700964630226,587410168,210819848,0.3588971718310467,0.05459272097053726,0.3824449807739507,97784,87400,87,108,406,107,59,5
Spišská Nová Ves,2012,38844,0.6208680877355576,1252,1238,71,56,166.9,29.54,98244,0.1442327266805098,0.1393022218618229,0.8958634328281742,0.047106109324758845,0.13231511254019293,0.10562700964630226,587492721,209353408,0.3563506414916075,0.05670926517571885,0.39538292414803955,98244,84074,84,78,244,73,44,3
Spišská Nová Ves,2016,39189,0.3781673428768277,1709,1697,62,43,168.93,29.96,99318,0.14112245514408261,0.1393022218618229,0.8958634328281742,0.047106109324758845,0.13231511254019293,0.10562700964630226,587459110,207362946,0.3529827735584865,0.03627852545348157,0.394581042711291,99318,85302,96,95,341,97,72,3
Stará Ľubovňa,2002,22057,0.5066418823956114,298,290,8,13,81.69,39.33,51101,0.10281599185925916,0.13738248813059187,0.9767336284190217,0.09407484407484408,0.13305613305613306,0.07094594594594594,624061656,309312207,0.49564366601623094,0.026845637583892617,0.4316353887399464,51101,45847,33,574,177,137,61,0
Stará Ľubovňa,2010,20200,0.583069306930693,689,686,29,29,83.78,30.14,52335,0.13316136428776149,0.13738248813059187,0.9767336284190217,0.09407484407484408,0.13305613305613306,0.07094594594594594,624041026,302192249,0.48425061239483314,0.0420899854862119,0.3859749689500334,52335,45366,39,548,209,144,80,6
Stará Ľubovňa,2012,21141,0.6690790407265503,778,775,37,16,75,30.59,53140,0.22062476477229953,0.13738248813059187,0.9767336284190217,0.09407484407484408,0.13305613305613306,0.07094594594594594,707866759,302252867,0.4269911860630257,0.04755784061696658,0.3978359051561912,53140,41416,22,227,127,219,75,5
Stará Ľubovňa,2016,21737,0.34926622809035285,994,990,37,13,75.64,29.37,53617,0.2230076281776302,0.13738248813059187,0.9767336284190217,0.09407484407484408,0.13305613305613306,0.07094594594594594,707866759,295595068,0.41758574511619356,0.03722334004024145,0.40541246246526286,53617,41660,33,248,162,222,108,11
Stropkov,2002,10173,0.5406468101838199,143,140,4,7,53.95,30.01,20943,0.09969918349806617,0.1546799027552674,0.9806984854999761,0.18702513150204558,0.12156633547632963,0.061367621274108705,388898761,158000211,0.4062759433682022,0.027972027972027972,0.485747027646469,20943,18855,9,163,91,2,13,1
Stropkov,2010,8774,0.6104399361750626,325,323,7,12,53.19,22.22,20726,0.10016404516066779,0.1546799027552674,0.9806984854999761,0.18702513150204558,0.12156633547632963,0.061367621274108705,388976472,156845615,0.40322648358022023,0.021538461538461538,0.42333301167615556,20726,18650,8,123,122,4,21,1
Stropkov,2012,9092,0.7121645402551694,373,371,13,10,53.64,21.61,20824,0.20241067998463314,0.1546799027552674,0.9806984854999761,0.18702513150204558,0.12156633547632963,0.061367621274108705,388960994,156083203,0.4012824046824603,0.03485254691689008,0.43661160199769494,20824,16609,8,103,64,6,17,0
Stropkov,2016,8922,0.3278412911903161,446,445,15,10,53.06,21.03,20644,0.1843150552218562,0.1546799027552674,0.9806984854999761,0.18702513150204558,0.12156633547632963,0.061367621274108705,388931625,154138578,0.39631279148359305,0.033632286995515695,0.43218368533229995,20644,16839,9,116,85,9,26,0
Svidník,2002,15895,0.5268952500786411,262,255,7,17,61,30.37,33497,0.16544765202853984,0.1576265248272128,0.9731030747939106,0.14598311972491404,0.15692403876211317,0.05814316974054392,549760990,244311100,0.4443951179584423,0.026717557251908396,0.47452010627817415,33497,27955,17,804,109,0,16,0
Svidník,2010,13770,0.6349310094408134,627,626,34,24,60.39,21.95,33142,0.16381027095528333,0.1576265248272128,0.9731030747939106,0.14598311972491404,0.15692403876211317,0.05814316974054392,549783986,241709858,0.4396451409190372,0.05422647527910686,0.4154848832297387,33142,27713,22,674,138,2,82,1
Svidník,2012,14887,0.7399744743736145,688,687,41,14,60.32,21.32,33143,0.28135654587695746,0.1576265248272128,0.9731030747939106,0.14598311972491404,0.15692403876211317,0.05814316974054392,549747947,241512599,0.4393151449094907,0.059593023255813955,0.44917478803970673,33143,23818,15,389,76,4,43,0
Svidník,2016,14286,0.29168416631667365,796,795,51,11,59.85,20.75,32845,0.26016136398234135,0.1576265248272128,0.9731030747939106,0.14598311972491404,0.15692403876211317,0.05814316974054392,549607373,239409400,0.43560077932215074,0.06407035175879397,0.4349520474958137,32845,24300,20,462,112,7,88,1
Topoľčany,2002,42373,0.614919878224341,466,462,31,21,123.95,23.03,74099,0.01732816907110757,0.146587402045141,0.9281730489779537,0.04194297082228117,0.13975464190981432,0.10377984084880637,597685642,379538471,0.635013532749378,0.06652360515021459,0.571843074805328,74099,72815,115,57,421,27,28,2
Topoľčany,2010,36740,0.6610778443113773,1125,1120,85,38,123.83,18.57,73985,0.022072041630060157,0.146587402045141,0.9281730489779537,0.04194297082228117,0.13975464190981432,0.10377984084880637,597641296,375794542,0.6287961432972998,0.07555555555555556,0.4965871460431168,73985,72352,116,83,444,41,41,16
Topoľčany,2012,38440,0.7738813735691987,1218,1213,92,37,120.7,18.59,72038,0.05027901940642443,0.146587402045141,0.9281730489779537,0.04194297082228117,0.13975464190981432,0.10377984084880637,597634836,375376370,0.628103228574179,0.0755336617405583,0.5336072628335046,72038,68416,351,53,270,29,38,5
Topoľčany,2016,37262,0.36299715527883636,1642,1640,82,39,119.01,19.08,70999,0.048395047817574866,0.146587402045141,0.9281730489779537,0.04194297082228117,0.13975464190981432,0.10377984084880637,597633067,373580668,0.6251003979336371,0.049939098660170524,0.5248242932999057,70999,67563,362,69,305,42,52,23
Trebišov,2002,48801,0.35894756254994775,562,558,23,47,96.81,29.29,104006,0.35535449877891656,0.11545121255211507,0.9313390904291424,0.08370333826673244,0.11478375267225785,0.07679657950994902,1073854577,791217645,0.7368014831304295,0.04092526690391459,0.4692133146164644,104006,67047,30450,123,367,3,10,2
Trebišov,2010,41688,0.4128766071771253,1160,1149,99,54,98.08,25.53,105362,0.3676752529374917,0.11545121255211507,0.9313390904291424,0.08370333826673244,0.11478375267225785,0.07679657950994902,1073478240,788527521,0.7345538005502561,0.0853448275862069,0.3956644710616731,105362,66623,30054,153,455,18,16,7
Trebišov,2012,40295,0.5231666459858543,1300,1293,143,56,98.84,25.55,106145,0.40292995430778655,0.11545121255211507,0.9313390904291424,0.08370333826673244,0.11478375267225785,0.07679657950994902,1073478257,788219146,0.7342665218043629,0.11,0.3796222148947195,106145,63376,28025,127,306,12,16,0
