region;year;tot_indust
ES531;2010;5711
ES531;2012;3137
ES531;2018;3537
ES532;2008;22710
ES532;2010;17615
ES532;2012;13699
ES532;2018;18619
ES533;2008;4221
ES533;2010;1929
ES533;2012;691
ES533;2018;1297
ES611;2008;28610
ES611;2010;18371
ES611;2012;20494
ES611;2018;28839
ES612;2008;34973
ES612;2010;27647
ES612;2012;18488
ES612;2018;24521
ES613;2008;34479
ES613;2010;24097
ES613;2012;17085
ES613;2018;19913
ES614;2008;35567
ES614;2010;22268
ES614;2012;19238
ES614;2018;16590
ES615;2008;28711
ES615;2010;15314
ES615;2012;14287
ES615;2018;19290
ES616;2008;22092
ES616;2010;20045
ES616;2012;13933
ES616;2018;13881
ES617;2008;56167
ES617;2010;34928
ES617;2012;24679
ES617;2018;31599
ES618;2008;80659
ES618;2010;52964
ES618;2012;39143
ES618;2018;47100
ES620;2008;82257
ES620;2010;56542
ES620;2012;40766
ES620;2018;55610
ES630;2008;1107
ES630;2010;828
ES630;2012;807
ES630;2018;136
ES640;2008;965
ES640;2010;638
ES640;2012;422
ES640;2018;731
ES703;2008;265
ES703;2010;144
ES703;2012;120
ES703;2018;54
ES704;2008;2082
ES704;2010;2752
ES704;2012;1544
ES704;2018;3822
ES705;2008;8948
ES705;2010;15043
ES705;2012;9671
ES705;2018;18699
ES706;2008;577
ES706;2010;558
ES706;2012;99
ES706;2018;233
ES707;2008;1068
ES707;2010;1232
ES707;2012;1165
ES707;2018;1893
ES708;2008;2220
ES708;2010;4243
ES708;2012;1704
ES708;2018;1606
ES709;2008;22858
ES709;2010;20055
ES709;2012;16043
ES709;2018;21207
FI131;2008;7997
FI131;2010;15335
FI132;2008;24507
FI132;2010;17555
FI133;2008;8135
FI133;2010;8472
FI134;2008;9948
FI134;2010;3741
FI181;2008;78253
FI181;2010;76424
FI182;2008;3592
FI182;2010;5157
FI183;2008;28433
FI183;2010;29044
FI184;2008;15329
FI184;2010;7625
FI185;2008;20292
FI185;2010;12847
FI186;2008;22711
FI186;2010;20258
FI187;2008;20883
FI187;2010;21091
FI193;2008;27117
FI193;2010;30794
FI193;2012;15438
FI193;2018;17156
FI194;2008;17612
FI194;2010;14928
FI194;2012;9809
FI194;2018;8286
FI195;2008;11954
FI195;2010;15942
FI195;2012;12596
FI195;2018;9034
FI196;2008;25579
FI196;2010;36033
FI196;2012;17950
FI196;2018;16115
FI197;2008;34829
FI197;2010;25102
FI197;2012;24834
FI197;2018;20943
FI1A1;2008;5139
FI1A1;2010;6822
FI1A2;2008;36945
FI1A2;2010;27672
FI1A3;2008;18535
FI1A3;2010;16040
FI1B1;2012;58113
FI1B1;2018;52435
FI1C1;2012;23557
FI1C1;2018;18380
FI1C2;2012;8776
FI1C2;2018;9971
FI1C3;2012;14975
FI1C3;2018;8442
FI1C4;2012;12979
FI1C4;2018;16521
FI1C5;2012;16317
FI1C5;2018;13002
FI1D1;2012;7089
FI1D1;2018;8204
FI1D2;2012;16106
FI1D2;2018;16379
FI1D3;2012;10934
FI1D3;2018;7812
FI1D4;2012;5323
FI1D5;2012;4927
FI1D5;2018;2179
FI1D6;2012;22021
FI1D7;2012;11757
FI1D7;2018;13308
FI1D8;2018;3480
FI1D9;2018;29106
FIXXX;2012;
FR101;2008;8448
FR101;2010;8111
FR101;2012;6949
FR101;2018;5040
FR102;2008;47759
FR102;2010;39526
FR102;2012;40579
FR102;2018;44255
FR103;2008;22434
FR103;2010;21797
FR103;2012;18268
FR103;2018;17938
FR104;2008;31355
FR104;2010;23711
FR104;2012;19374
FR104;2018;23877
FR105;2008;14521
FR105;2010;12682
FR105;2012;9981
FR105;2018;10482
FR106;2008;19791
FR106;2010;14691
FR106;2012;12476
FR106;2018;13054
FR107;2008;20028
FR107;2010;17921
FR107;2012;14905
FR107;2018;16554
FR108;2008;22129
FR108;2010;19821
FR108;2012;18728
FR108;2018;22745
FR211;2008;11481
FR211;2010;9602
FR211;2012;5678
FR212;2008;19417
FR212;2010;21926
FR212;2012;18894
FR213;2008;31329
FR213;2010;34868
FR213;2012;32210
FR214;2008;11984
FR214;2010;9097
FR214;2012;6993
FR221;2008;22207
FR221;2010;17989
FR221;2012;26600
FR222;2008;25104
FR222;2010;30339
FR222;2012;26703
FR223;2008;23551
FR223;2010;28807
FR223;2012;26738
FR231;2008;22844
FR231;2010;18340
FR231;2012;17332
FR232;2008;57184
FR232;2010;56930
FR232;2012;48355
FR241;2008;11802
FR241;2010;10478
FR241;2012;11457
FR242;2008;20075
FR242;2010;16970
FR242;2012;23693
FR243;2008;11392
FR243;2010;9303
FR243;2012;7200
FR244;2008;18395
FR244;2010;20316
FR244;2012;20818
FR245;2008;10480
FR245;2010;13452
FR245;2012;9847
FR246;2008;29879
FR246;2010;30999
FR246;2012;26137
FR251;2008;28433
FR251;2010;24341
FR251;2012;22523
FR252;2008;20215
FR252;2010;16078
FR252;2012;18807
FR253;2008;12477
FR253;2010;12292
FR253;2012;12020
FR261;2008;26001
FR261;2010;19697
FR261;2012;20964
FR262;2008;12718
FR262;2010;7646
FR262;2012;8644
FR263;2008;24091
FR263;2010;22115
FR263;2012;21465
FR264;2008;14023
FR264;2010;13550
FR264;2012;13337
FR301;2008;82096
FR301;2010;74012
FR301;2012;67222
FR302;2008;51536
FR302;2010;49142
FR302;2012;54126
FR411;2008;27400
FR411;2010;23192
FR411;2012;18939
FR412;2008;7522
FR412;2010;7973
FR412;2012;6830
FR413;2008;34821
FR413;2010;34655
FR413;2012;35392
FR414;2008;18163
FR414;2010;14146
FR414;2012;17557
FR421;2008;40186
FR421;2010;38541
FR421;2012;32697
FR422;2008;26145
FR422;2010;25308
FR422;2012;23329
FR431;2008;29226
FR431;2010;23250
FR431;2012;21121
FR432;2008;8353
FR432;2010;10224
FR432;2012;7500
FR433;2008;13405
FR433;2010;10636
FR433;2012;7560
FR434;2008;5008
FR434;2010;5275
FR434;2012;2605
FR511;2008;49285
FR511;2010;51876
FR511;2012;43585
FR512;2008;34431
FR512;2010;32758
FR512;2012;32136
FR513;2008;17894
FR513;2010;17366
FR513;2012;20759
FR514;2008;21089
FR514;2010;21597
FR514;2012;25110
FR515;2008;34528
FR515;2010;29086
FR515;2012;32191
FR521;2008;31799
FR521;2010;26515
FR521;2012;28077
FR522;2008;39810
FR522;2010;28269
FR522;2012;33531
FR523;2008;56038
FR523;2010;41430
FR523;2012;45869
FR524;2008;30581
FR524;2010;28751
FR524;2012;27216
FR531;2008;15066
FR531;2010;18815
FR531;2012;20023
FR532;2008;19383
FR532;2010;22250
FR532;2012;25979
FR533;2008;19892
FR533;2010;19990
FR533;2012;17692
FR534;2008;19884
FR534;2010;14528
FR534;2012;18092
FR611;2008;15793
FR611;2010;14702
FR611;2012;16786
FR612;2008;46365
FR612;2010;50501
FR612;2012;52013
FR613;2008;24046
FR613;2010;19851
FR613;2012;22760
FR614;2008;12321
FR614;2010;11596
FR614;2012;12185
FR615;2008;24986
FR615;2010;23024
FR615;2012;25792
FR621;2008;3587
FR621;2010;4349
FR621;2012;3544
FR622;2008;12616
FR622;2010;11577
FR622;2012;8314
FR623;2008;46588
FR623;2010;37301
FR623;2012;34881
FR624;2008;7726
FR624;2010;6818
FR624;2012;6245
FR625;2008;5323
FR625;2010;4975
FR625;2012;6822
FR626;2008;5500
FR626;2010;5568
FR626;2012;6314
FR627;2008;11004
FR627;2010;11770
FR627;2012;11285
FR628;2008;8914
FR628;2010;9894
FR628;2012;7840
FR631;2008;15292
FR631;2010;6858
FR631;2012;8982
FR632;2008;3788
FR632;2010;5671
FR632;2012;3910
FR633;2008;13581
FR633;2010;9938
FR633;2012;9527
FR711;2008;30394
FR711;2010;22212
FR711;2012;23760
FR712;2008;8218
FR712;2010;6283
FR712;2012;6467
FR713;2008;22264
FR713;2010;17427
FR713;2012;19025
FR714;2008;42837
FR714;2010;34443
FR714;2012;41987
FR715;2008;26408
FR715;2010;19413
FR715;2012;24816
FR716;2008;64100
FR716;2010;47108
FR716;2012;48672
FR717;2008;15432
FR717;2010;13558
FR717;2012;14864
FR718;2008;27622
FR718;2010;21688
FR718;2012;25827
FR721;2008;11739
FR721;2010;11773
FR721;2012;12616
FR722;2008;4344
FR722;2010;5829
FR722;2012;5222
FR723;2008;5865
FR723;2010;7861
FR723;2012;7061
FR724;2008;18854
FR724;2010;22097
FR724;2012;20664
FR811;2008;8360
FR811;2010;11528
FR811;2012;14574
FR812;2008;19691
FR812;2010;15957
FR812;2012;22428
FR813;2008;29461
FR813;2010;32478
FR813;2012;29689
FR814;2008;2111
FR814;2010;2679
FR814;2012;3624
FR815;2008;14967
FR815;2010;10571
FR815;2012;10716
FR821;2008;4674
FR821;2010;4828
FR821;2012;5387
FR822;2008;6419
FR822;2010;5609
FR822;2012;7701
FR823;2008;19236
FR823;2010;18795
FR823;2012;23575
FR824;2008;64445
FR824;2010;57844
FR824;2012;60325
FR825;2008;22660
FR825;2010;31901
FR825;2012;33550
FR826;2008;24188
FR826;2010;23114
FR826;2012;19865
FR831;2008;3337
FR831;2010;8303
FR831;2012;4663
FR832;2008;4107
FR832;2010;4139
FR832;2012;6057
FRB01;2018;10245
FRB02;2018;11379
FRB03;2018;9726
FRB04;2018;14247
FRB05;2018;8173
FRB06;2018;18326
FRC11;2018;12047
FRC12;2018;4059
FRC13;2018;17909
FRC14;2018;10726
FRC21;2018;14516
FRC22;2018;8259
FRC23;2018;7080
FRC24;2018;1579
FRD11;2018;17608
FRD12;2018;11769
FRD13;2018;9187
FRD21;2018;15704
FRD22;2018;47626
FRE11;2018;63375
FRE12;2018;48337
FRE21;2018;18432
FRE22;2018;27113
FRE23;2018;20391
11,00 FRF;2018;29122
12,00 FRF;2018;16165
21,00 FRF;2018;7576
22,00 FRF;2018;15783
23,00 FRF;2018;26150
24,00 FRF;2018;6375
31,00 FRF;2018;14300
32,00 FRF;2018;5678
33,00 FRF;2018;15544
34,00 FRF;2018;10894
FRG01;2018;42670
FRG02;2018;23967
FRG03;2018;18095
FRG04;2018;17501
FRG05;2018;27941
FRH01;2018;19907
FRH02;2018;24692
FRH03;2018;47672
FRH04;2018;19764
FRI11;2018;6355
FRI12;2018;31653
FRI13;2018;16654
FRI14;2018;10414
FRI15;2018;19307
FRI21;2018;8044
FRI22;2018;2801
FRI23;2018;8724
FRI31;2018;9626
FRI32;2018;18586
FRI33;2018;17760
FRI34;2018;11606
FRJ11;2018;6777
FRJ12;2018;14620
FRJ13;2018;15184
FRJ14;2018;2129
FRJ15;2018;7470
FRJ21;2018;3113
FRJ22;2018;9881
FRJ23;2018;28972
FRJ24;2018;5330
FRJ25;2018;4266
FRJ26;2018;3397
FRJ27;2018;4865
FRJ28;2018;7014
FRK11;2018;9767
FRK12;2018;2994
FRK13;2018;4803
FRK14;2018;16279
FRK21;2018;24166
FRK22;2018;5261
FRK23;2018;16528
FRK24;2018;31686
FRK25;2018;20831
FRK26;2018;42379
FRK27;2018;13537
FRK28;2018;21361
FRL01;2018;3185
FRL02;2018;2631
FRL03;2018;20697
FRL04;2018;53467
FRL05;2018;18769
FRL06;2018;17223
FRM01;2018;1666
FRM02;2018;2680
HR011;2008;16666
HR011;2010;11321
HR012;2008;10123
HR012;2010;5777
HR013;2008;3662
HR013;2010;1781
HR014;2008;5179
HR014;2010;3405
HR015;2008;3762
HR015;2010;1598
HR016;2008;2079
HR016;2010;1344
HR021;2008;2905
HR021;2010;1846
HR022;2008;1367
HR022;2010;1001
HR023;2008;1383
HR023;2010;1075
HR024;2008;2585
HR024;2010;1664
HR025;2008;11448
HR025;2010;5941
HR026;2008;2411
HR026;2010;2243
HR027;2008;3367
HR027;2010;2157
HR028;2008;3334
HR028;2010;2645
HR031;2008;9627
HR031;2010;6343
HR031;2012;5512
HR031;2018;5824
HR032;2008;2094
HR032;2010;1304
HR032;2012;825
HR032;2018;1141
HR033;2008;3481
HR033;2010;3670
HR033;2012;1911
HR033;2018;2306
HR034;2008;1931
HR034;2010;1233
HR034;2012;852
HR034;2018;996
HR035;2008;7730
HR035;2010;5705
HR035;2012;5254
HR035;2018;4475
HR036;2008;6400
HR036;2010;4580
HR036;2012;3816
HR036;2018;5425
HR037;2008;2163
HR037;2010;1558
HR037;2012;1139
HR037;2018;1140
HR041;2012;8822
HR041;2018;8674
HR042;2012;5617
HR042;2018;4840
HR043;2012;1326
HR043;2018;1455
HR044;2012;3796
HR044;2018;2392
HR045;2012;2941
HR045;2018;1985
HR046;2012;1472
HR046;2018;1207
HR047;2012;1585
HR047;2018;1771
HR048;2012;1004
HR048;2018;1182
HR049;2012;795
HR049;2018;788
HR04A;2012;1399
HR04A;2018;1517
HR04B;2012;4499
HR04B;2018;5478
HR04C;2012;2366
HR04C;2018;2209
HR04D;2012;1860
HR04D;2018;2448
HR04E;2012;2292
HR04E;2018;2532
HU101;2008;27482
HU101;2010;16816
HU101;2012;12759
HU102;2008;36159
HU102;2010;25506
HU102;2012;17725
HU110;2018;14569
HU120;2018;31202
HU211;2008;13570
HU211;2010;10761
HU211;2012;8254
HU211;2018;10491
HU212;2008;10285
HU212;2010;7555
HU212;2012;7059
HU212;2018;6392
HU213;2008;9415
HU213;2010;9388
HU213;2012;6147
HU213;2018;6787
HU221;2008;12489
HU221;2010;9940
HU221;2012;8705
HU221;2018;10471
HU222;2008;7762
HU222;2010;5584
HU222;2012;4652
HU222;2018;4216
HU223;2008;9781
HU223;2010;6271
HU223;2012;4390
HU223;2018;4883
HU231;2008;16071
HU231;2010;7655
HU231;2012;4960
HU231;2018;5591
HU232;2008;7277
HU232;2010;7116
HU232;2012;3898
HU232;2018;7027
HU233;2008;16603
HU233;2010;5279
HU233;2012;3819
HU233;2018;4269
HU311;2008;13667
HU311;2010;9475
HU311;2012;7367
HU311;2018;7885
HU312;2008;5416
HU312;2010;5275
HU312;2012;5286
HU312;2018;6255
HU313;2008;2058
HU313;2010;1705
HU313;2012;1363
HU313;2018;3110
HU321;2008;10957
HU321;2010;8724
HU321;2012;6225
HU321;2018;10920
HU322;2008;8724
HU322;2010;8228
HU322;2012;7011
HU322;2018;7315
HU323;2008;8432
HU323;2010;7610
HU323;2012;6874
HU323;2018;8754
HU331;2008;9618
HU331;2010;11388
HU331;2012;7933
HU331;2018;11270
HU332;2008;6734
HU332;2010;5696
HU332;2012;5380
HU332;2018;7457
HU333;2008;8583
HU333;2010;9440
HU333;2012;4563
HU333;2018;7895
IE011;2008;24006
IE011;2010;11577
IE011;2012;11347
IE012;2008;23689
IE012;2010;8217
IE012;2012;6266
IE013;2008;22846
IE013;2010;9640
IE013;2012;8385
IE021;2008;43981
IE021;2010;22617
IE021;2012;20884
IE022;2008;35107
IE022;2010;13456
IE022;2012;10566
IE023;2008;25250
IE023;2010;12305
IE023;2012;8641
IE024;2008;28883
IE024;2010;15606
IE024;2012;14011
IE025;2008;37691
IE025;2010;22221
IE025;2012;19418
IE041;2018;15436
IE042;2018;10968
IE051;2018;15115
IE052;2018;15741
IE053;2018;22405
IE061;2018;32515
IE062;2018;20825
IE063;2018;8640
ITC11;2008;50647
ITC11;2010;40795
ITC11;2012;31960
ITC11;2018;23146
ITC12;2008;4414
ITC12;2010;8304
ITC12;2012;4065
ITC12;2018;1955
ITC13;2008;3040
ITC13;2010;4339
ITC13;2012;2844
ITC13;2018;1695
ITC14;2008;3091
ITC14;2010;2233
ITC14;2012;3308
ITC14;2018;3044
ITC15;2008;13979
ITC15;2010;12224
ITC15;2012;10199
ITC15;2018;8035
ITC16;2008;33140
ITC16;2010;36642
ITC16;2012;26628
ITC16;2018;19588
ITC17;2008;9502
ITC17;2010;7220
ITC17;2012;7868
ITC17;2018;3264
ITC18;2008;16225
ITC18;2010;18659
ITC18;2012;13589
ITC18;2018;10964
ITC20;2008;2345
ITC20;2010;3605
ITC20;2012;2382
ITC20;2018;1035
ITC31;2008;3930
ITC31;2010;6661
ITC31;2012;3458
ITC31;2018;1182
ITC32;2008;7909
ITC32;2010;13755
ITC32;2012;5267
ITC32;2018;6660
ITC33;2008;13374
ITC33;2010;14484
ITC33;2012;15384
ITC33;2018;13252
ITC34;2008;4109
ITC34;2010;4719
ITC34;2012;4112
ITC34;2018;6349
ITC41;2008;17363
ITC41;2010;24994
ITC41;2012;18298
ITC41;2018;12178
ITC42;2008;13849
ITC42;2010;11922
ITC42;2012;8867
ITC42;2018;6109
ITC43;2008;11553
ITC43;2010;7920
ITC43;2012;9347
ITC43;2018;5481
ITC44;2008;7294
ITC44;2010;10767
ITC44;2012;3346
ITC44;2018;2218
ITC45;2008;80274
ITC45;2010;79115
ITC46;2008;41617
ITC46;2010;43740
ITC46;2012;40167
ITC46;2018;28259
ITC47;2008;55533
ITC47;2010;52014
ITC47;2012;50178
ITC47;2018;45210
ITC48;2008;15104
ITC48;2010;16626
ITC48;2012;12243
ITC48;2018;14209
ITC49;2008;9261
ITC49;2010;6504
ITC49;2012;5571
ITC49;2018;5303
ITC4A;2008;16415
ITC4A;2010;17365
ITC4A;2012;16916
ITC4A;2018;15838
ITC4B;2008;30996
ITC4B;2010;32834
ITC4B;2012;17954
ITC4B;2018;14992
ITC4C;2012;46963
ITC4C;2018;40579
ITC4D;2012;10405
ITC4D;2018;9735
ITD10;2008;27344
ITD10;2010;28185
ITD20;2008;32654
ITD20;2010;26614
ITD31;2008;39908
ITD31;2010;32298
ITD32;2008;34610
ITD32;2010;33352
ITD33;2008;4263
ITD33;2010;3288
ITD34;2008;40496
ITD34;2010;33244
ITD35;2008;29362
ITD35;2010;28538
ITD36;2008;37451
ITD36;2010;38877
ITD37;2008;6332
ITD37;2010;8106
ITD41;2008;11047
ITD41;2010;8272
ITD42;2008;21912
ITD42;2010;22905
ITD43;2008;4085
ITD43;2010;5961
ITD44;2008;3205
ITD44;2010;3526
ITD51;2008;17529
ITD51;2010;26421
ITD52;2008;15263
ITD52;2010;19017
ITD53;2008;20825
ITD53;2010;17859
ITD54;2008;40608
ITD54;2010;31065
ITD55;2008;32080
ITD55;2010;29405
ITD56;2008;10868
ITD56;2010;12152
ITD57;2008;23144
ITD57;2010;25886
ITD58;2008;21736
ITD58;2010;16617
ITD59;2008;10447
ITD59;2010;7492
ITE11;2008;3496
ITE11;2010;10094
ITE12;2008;9696
ITE12;2010;13019
ITE13;2008;5169
ITE13;2010;11599
ITE14;2008;32034
ITE14;2010;26146
ITE15;2008;2878
ITE15;2010;4218
ITE16;2008;18796
ITE16;2010;15051
ITE17;2008;10577
ITE17;2010;9819
ITE18;2008;10991
ITE18;2010;7844
ITE19;2008;6823
ITE19;2010;9489
ITE1A;2008;4940
ITE1A;2010;10556
ITE21;2008;40116
ITE21;2010;22998
ITE22;2008;11275
ITE22;2010;6973
ITE31;2008;9676
ITE31;2010;11719
ITE32;2008;16170
ITE32;2010;10591
ITE33;2008;5755
ITE33;2010;6310
ITE34;2008;5811
ITE34;2010;6510
ITE41;2008;5715
ITE41;2010;6238
ITE42;2008;1633
ITE42;2010;2754
ITE43;2008;55013
ITE43;2010;65712
ITE44;2008;9901
ITE44;2010;7699
ITE45;2008;11258
ITE45;2010;9924
ITF11;2008;6102
ITF11;2010;5060
ITF11;2012;4056
ITF11;2018;2406
ITF12;2008;6318
ITF12;2010;6630
ITF12;2012;4709
ITF12;2018;2650
ITF13;2008;7422
ITF13;2010;5250
ITF13;2012;3612
ITF13;2018;2474
ITF14;2008;14750
ITF14;2010;18830
ITF14;2012;10229
ITF14;2018;4961
ITF21;2008;2998
ITF21;2010;1569
ITF21;2012;547
ITF21;2018;1001
ITF22;2008;4830
ITF22;2010;6611
ITF22;2012;2910
ITF22;2018;2217
ITF31;2008;12268
ITF31;2010;8159
ITF31;2012;7005
ITF31;2018;9498
ITF32;2008;5083
ITF32;2010;3951
ITF32;2012;4520
ITF32;2018;1782
ITF33;2008;14392
ITF33;2010;20371
ITF33;2012;12238
ITF33;2018;13732
ITF34;2008;9340
ITF34;2010;5851
ITF34;2012;2550
ITF34;2018;2453
ITF35;2008;14182
ITF35;2010;22319
ITF35;2012;9045
ITF35;2018;11532
ITF41;2008;4866
ITF41;2010;7574
ITF42;2008;17247
ITF42;2010;25087
ITF43;2008;7101
ITF43;2010;7893
ITF43;2012;5811
ITF43;2018;7049
ITF44;2008;3273
ITF44;2010;3282
ITF44;2012;2342
ITF44;2018;2522
ITF45;2008;8845
ITF45;2010;9374
ITF45;2012;7071
ITF45;2018;3477
ITF46;2012;5967
ITF46;2018;6327
ITF47;2012;14995
ITF47;2018;11233
ITF48;2012;1935
ITF48;2018;1985
ITF51;2008;5900
ITF51;2010;7067
ITF51;2012;6728
ITF51;2018;7014
ITF52;2008;3245
ITF52;2010;4922
ITF52;2012;7751
ITF52;2018;1808
ITF61;2008;4501
ITF61;2010;6885
ITF61;2012;5699
ITF61;2018;3659
ITF62;2008;1759
ITF62;2010;941
ITF62;2012;2683
ITF62;2018;1291
ITF63;2008;15306
ITF63;2010;17229
ITF63;2012;3547
ITF63;2018;2813
ITF64;2008;1468
ITF64;2010;3236
ITF64;2012;530
ITF64;2018;1237
ITF65;2008;7266
ITF65;2010;9567
ITF65;2012;3772
ITF65;2018;3404
ITG11;2008;1619
ITG11;2010;1863
ITG11;2012;1238
ITG11;2018;2097
ITG12;2008;6858
ITG12;2010;5004
ITG12;2012;4105
ITG12;2018;5209
ITG13;2008;7743
ITG13;2010;3791
ITG13;2012;2782
ITG13;2018;2005
ITG14;2008;5387
ITG14;2010;5108
ITG14;2012;1320
ITG14;2018;1663
ITG15;2008;2364
ITG15;2010;1953
ITG15;2012;6423
ITG15;2018;4756
ITG16;2008;1869
ITG16;2010;940
ITG16;2012;671
ITG16;2018;578
ITG17;2008;14016
ITG17;2010;14610
ITG17;2012;6108
ITG17;2018;7618
ITG18;2008;6682
ITG18;2010;3941
ITG18;2012;8099
ITG18;2018;3227
ITG19;2008;6935
ITG19;2010;3432
ITG19;2012;1829
ITG19;2018;3072
ITG25;2008;5146
ITG25;2010;5558
ITG25;2012;3459
ITG25;2018;2310
ITG26;2008;1776
ITG26;2010;631
ITG26;2012;581
ITG26;2018;1363
ITG27;2008;5565
ITG27;2010;7096
ITG27;2012;10747
ITG27;2018;4361
ITG28;2008;1338
ITG28;2010;3480
ITG28;2012;765
ITG28;2018;2301
ITG29;2008;2752
ITG29;2010;1183
ITG29;2012;1759
ITG29;2018;1861
ITG2A;2008;40
ITG2A;2010;288
ITG2A;2012;643
ITG2A;2018;58
ITG2B;2008;2364
ITG2B;2010;6995
ITG2B;2012;1113
ITG2B;2018;1157
ITG2C;2008;2182
ITG2C;2010;2047
ITG2C;2012;1417
ITG2C;2018;340
ITH10;2012;18565
ITH10;2018;15943
ITH20;2012;18155
ITH20;2018;13990
ITH31;2012;34125
ITH31;2018;28688
ITH32;2012;28363
ITH32;2018;28758
ITH33;2012;4417
ITH33;2018;2363
ITH34;2012;24940
ITH34;2018;27761
ITH35;2012;23451
ITH35;2018;16857
ITH36;2012;22372
ITH36;2018;19306
ITH37;2012;6159
ITH37;2018;6188
ITH41;2012;6799
ITH41;2018;5715
ITH42;2012;14866
ITH42;2018;11805
ITH43;2012;3219
ITH43;2018;1568
ITH44;2012;3404
ITH44;2018;2212
ITH51;2012;16040
ITH51;2018;11200
ITH52;2012;26415
ITH52;2018;12378
ITH53;2012;19745
ITH53;2018;13580
ITH54;2012;17569
ITH54;2018;21298
ITH55;2012;25126
ITH55;2018;15932
ITH56;2012;7018
ITH56;2018;6738
ITH57;2012;22236
ITH57;2018;14399
ITH58;2012;16933
ITH58;2018;10820
ITH59;2012;6091
ITH59;2018;4790
ITI11;2012;1698
ITI11;2018;4225
ITI12;2012;7335
ITI12;2018;8207
ITI13;2012;4969
ITI13;2018;3210
ITI14;2012;22955
ITI14;2018;13250
ITI15;2012;2564
ITI15;2018;3913
ITI16;2012;11545
ITI16;2018;8848
ITI17;2012;6652
ITI17;2018;6951
ITI18;2012;5162
ITI18;2018;4794
ITI19;2012;2947
ITI19;2018;4703
ITI1A;2012;2587
ITI1A;2018;10144
ITI21;2012;10935
ITI21;2018;16185
ITI22;2012;4774
ITI22;2018;6630
ITI31;2012;7557
ITI31;2018;3968
ITI32;2012;11407
ITI32;2018;6174
ITI33;2012;2890
ITI33;2018;4438
ITI34;2012;5307
ITI34;2018;3192
ITI35;2012;1794
ITI35;2018;907
ITI41;2012;10284
ITI41;2018;3068
ITI42;2012;1602
ITI42;2018;2523
ITI43;2012;36541
ITI43;2018;23414
ITI44;2012;6274
ITI44;2018;4966
ITI45;2012;10308
ITI45;2018;7639
LT001;2008;2402
LT001;2010;1995
LT001;2012;2178
LT002;2008;8587
LT002;2010;6125
LT002;2012;6024
LT003;2008;6936
LT003;2010;4370
LT003;2012;4229
LT004;2008;2270
LT004;2010;1913
LT004;2012;1810
LT005;2008;4165
LT005;2010;2650
LT005;2012;2636
LT006;2008;4083
LT006;2010;3425
LT006;2012;3340
LT007;2008;1460
LT007;2010;1184
LT007;2012;1203
LT008;2008;2761
LT008;2010;1819
LT008;2012;1720
LT009;2008;2545
LT009;2010;1560
LT009;2012;1259
LT00A;2008;11118
LT00A;2010;5872
LT00A;2012;6593
LT011;2018;8112
LT021;2018;1927
LT022;2018;9072
LT023;2018;7589
LT024;2018;2895
LT025;2018;3941
LT026;2018;4461
LT027;2018;1669
LT028;2018;1987
LT029;2018;1681
LU000;2008;27504
LU000;2010;27803
LU000;2012;29148
LU000;2018;21768
LV003;2008;10028
LV003;2010;7628
LV003;2012;11238
LV003;2018;12472
LV005;2008;5626
LV005;2010;5564
LV005;2012;3939
LV005;2018;6729
LV006;2008;11496
LV006;2010;10029
LV006;2012;11124
LV006;2018;14952
LV007;2008;8878
LV007;2010;7437
LV007;2012;8011
LV007;2018;10207
LV008;2008;6022
LV008;2010;5571
LV008;2012;5808
LV008;2018;8646
LV009;2008;7260
LV009;2010;6833
LV009;2012;6110
LV009;2018;9496
ME000;2018;744
NL111;2008;6601
NL111;2010;6216
NL111;2012;6133
NL111;2018;5163
NL112;2008;3667
NL112;2010;4077
NL112;2012;3130
NL112;2018;4629
NL113;2008;12331
NL113;2010;15166
NL113;2012;12734
NL113;2018;17690
NL121;2008;10409
NL121;2010;9029
NL121;2012;10478
NL122;2008;2890
NL122;2010;4479
NL122;2012;3638
NL123;2008;7952
NL123;2010;8082
NL123;2012;7783
NL124;2018;11635
NL125;2018;5817
NL126;2018;9508
NL131;2008;6173
NL131;2010;6519
NL131;2012;6120
NL131;2018;6641
NL132;2008;5565
NL132;2010;5635
NL132;2012;6086
NL132;2018;4886
NL133;2008;4291
NL133;2010;4809
NL133;2012;3675
NL133;2018;5618
NL211;2008;14343
NL211;2010;16054
NL211;2012;13816
NL211;2018;14212
NL212;2008;3570
NL212;2010;3552
NL212;2012;2612
NL212;2018;4794
NL213;2008;15833
NL213;2010;14627
NL213;2012;12847
NL213;2018;14384
NL221;2008;17816
NL221;2010;21308
NL221;2012;24460
NL221;2018;21866
NL224;2008;10881
NL224;2010;10227
NL224;2012;11166
NL224;2018;12582
NL225;2008;12539
NL225;2010;16846
NL225;2012;12302
NL225;2018;12736
NL226;2008;15250
NL226;2010;16457
NL226;2012;17425
NL226;2018;16612
NL230;2008;11821
NL230;2010;12418
NL230;2012;10889
NL230;2018;15638
NL310;2008;27457
NL310;2010;30012
NL310;2012;26547
NL310;2018;28998
NL321;2008;8326
NL321;2010;8692
NL321;2012;10564
NL321;2018;12224
NL322;2008;4372
NL322;2010;5658
NL322;2012;3846
NL323;2008;3453
NL323;2010;4712
NL323;2012;4910
NL323;2018;4761
NL324;2008;1855
NL324;2010;2587
NL324;2012;2347
NL324;2018;1917
NL325;2008;5102
NL325;2010;5567
NL325;2012;4314
NL325;2018;6871
NL326;2008;26803
NL326;2010;34169
NL326;2012;27638
