nuts3;year;pop_tot
FRK23;2014;499159
FRK23;2015;504637
FRK23;2016;508006
FRK23;2017;511553
FRK23;2018;514732
FRK23;2019;517652
FRK23;2020;520531
FRK23;2021;521894
FRK23;2022;521319
FRK24;2014;1243597
FRK24;2015;1251060
FRK24;2016;1252912
FRK24;2017;1258722
FRK24;2018;1263563
FRK24;2019;1266669
FRK24;2020;1269323
FRK24;2021;1280557
FRK24;2022;1288501
FRK25;2014;757305
FRK25;2015;759411
FRK25;2016;761997
FRK25;2017;762941
FRK25;2018;763441
FRK25;2019;764634
FRK25;2020;765546
FRK25;2021;766473
FRK25;2022;770678
FRK26;2014;1801885
FRK26;2015;1821995
FRK26;2016;1835903
FRK26;2017;1843319
FRK26;2018;1859524
FRK26;2019;1871364
FRK26;2020;1882578
FRK26;2021;1899599
FRK26;2022;1908625
FRK27;2014;426924
FRK27;2015;428204
FRK27;2016;429681
FRK27;2017;431174
FRK27;2018;433724
FRK27;2019;435364
FRK27;2020;436834
FRK27;2021;439852
FRK27;2022;444872
FRK28;2014;783127
FRK28;2015;793938
FRK28;2016;801416
FRK28;2017;807360
FRK28;2018;816699
FRK28;2019;824440
FRK28;2020;831867
FRK28;2021;841639
FRK28;2022;853015
FRL;2014;4983438
FRL;2015;5007977
FRL;2016;5021928
FRL;2017;5030890
FRL;2018;5052832
FRL;2019;5065696
FRL;2020;5077582
FRL;2021;5116360
FRL;2022;5139817
FRL0;2014;4983438
FRL0;2015;5007977
FRL0;2016;5021928
FRL0;2017;5030890
FRL0;2018;5052832
FRL0;2019;5065696
FRL0;2020;5077582
FRL0;2021;5116360
FRL0;2022;5139817
FRL01;2014;161588
FRL01;2015;161799
FRL01;2016;162565
FRL01;2017;163915
FRL01;2018;164068
FRL01;2019;164663
FRL01;2020;165232
FRL01;2021;165171
FRL01;2022;166198
FRL02;2014;139883
FRL02;2015;140916
FRL02;2016;141107
FRL02;2017;141284
FRL02;2018;140698
FRL02;2019;140557
FRL02;2020;140349
FRL02;2021;141039
FRL02;2022;140078
FRL03;2014;1083312
FRL03;2015;1082440
FRL03;2016;1083704
FRL03;2017;1083310
FRL03;2018;1086219
FRL03;2019;1087266
FRL03;2020;1088178
FRL03;2021;1101039
FRL03;2022;1106233
FRL04;2014;2006069
FRL04;2015;2016622
FRL04;2016;2019717
FRL04;2017;2024162
FRL04;2018;2034357
FRL04;2019;2039608
FRL04;2020;2044355
FRL04;2021;2056455
FRL04;2022;2061919
FRL05;2014;1038212
FRL05;2015;1048652
FRL05;2016;1055821
FRL05;2017;1058740
FRL05;2018;1067697
FRL05;2019;1073382
FRL05;2020;1079043
FRL05;2021;1090123
FRL05;2022;1102074
FRL06;2014;554374
FRL06;2015;557548
FRL06;2016;559014
FRL06;2017;559479
FRL06;2018;559793
FRL06;2019;560220
FRL06;2020;560425
FRL06;2021;562533
FRL06;2022;563315
FRM;2014;324212
FRM;2015;327283
FRM;2016;330455
FRM;2017;334938
FRM;2018;338554
FRM;2019;342256
FRM;2020;345867
FRM;2021;346610
FRM;2022;348830
FRM0;2014;324212
FRM0;2015;327283
FRM0;2016;330455
FRM0;2017;334938
FRM0;2018;338554
FRM0;2019;342256
FRM0;2020;345867
FRM0;2021;346610
FRM0;2022;348830
FRM01;2014;151652
FRM01;2015;152730
FRM01;2016;154303
FRM01;2017;157249
FRM01;2018;157853
FRM01;2019;159553
FRM01;2020;161208
FRM01;2021;161082
FRM01;2022;162924
FRM02;2014;172560
FRM02;2015;174553
FRM02;2016;176152
FRM02;2017;177689
FRM02;2018;180701
FRM02;2019;182703
FRM02;2020;184659
FRM02;2021;185528
FRM02;2022;185906
FRX;2014;0
FRX;2015;0
FRX;2016;0
FRX;2020;0
FRXX;2014;0
FRXX;2015;0
FRXX;2016;0
FRXX;2020;0
FRXXX;2014;0
FRXXX;2015;0
FRXXX;2016;0
FRXXX;2017;0
FRXXX;2018;0
FRXXX;2019;0
FRXXX;2020;0
FRY;2014;2138022
FRY;2015;2157332
FRY;2016;2169599
FRY;2017;2170683
FRY;2018;2182187
FRY;2019;2189414
FRY;2020;2196373
FRY;2021;2209228
FRY;2022;2225088
FRY1;2014;435293
FRY1;2015;433674
FRY1;2016;429856
FRY1;2017;425587
FRY1;2018;421694
FRY1;2019;417161
FRY1;2020;412682
FRY1;2021;408142
FRY1;2022;407810
FRY10;2014;435293
FRY10;2015;433674
FRY10;2016;429856
FRY10;2017;425587
FRY10;2018;421694
FRY10;2019;417161
FRY10;2020;412682
FRY10;2021;408142
FRY10;2022;407810
FRY2;2014;383911
FRY2;2015;380877
FRY2;2016;376480
FRY2;2017;372594
FRY2;2018;368783
FRY2;2019;364413
FRY2;2020;359821
FRY2;2021;356029
FRY2;2022;352205
FRY20;2014;383911
FRY20;2015;380877
FRY20;2016;376480
FRY20;2017;372594
FRY20;2018;368783
FRY20;2019;364413
FRY20;2020;359821
FRY20;2021;356029
FRY20;2022;352205
FRY3;2014;252338
FRY3;2015;259865
FRY3;2016;269352
FRY3;2017;268700
FRY3;2018;276128
FRY3;2019;282107
FRY3;2020;288086
FRY3;2021;290528
FRY3;2022;296058
FRY30;2014;252338
FRY30;2015;259865
FRY30;2016;269352
FRY30;2017;268700
FRY30;2018;276128
FRY30;2019;282107
FRY30;2020;288086
FRY30;2021;290528
FRY30;2022;296058
FRY4;2014;842767
FRY4;2015;850727
FRY4;2016;852924
FRY4;2017;853659
FRY4;2018;855961
FRY4;2019;856547
FRY4;2020;856858
FRY4;2021;866181
FRY4;2022;869993
FRY40;2014;842767
FRY40;2015;850727
FRY40;2016;852924
FRY40;2017;853659
FRY40;2018;855961
FRY40;2019;856547
FRY40;2020;856858
FRY40;2021;866181
FRY40;2022;869993
FRY5;2014;223713
FRY5;2015;232189
FRY5;2016;240987
FRY5;2017;250143
FRY5;2018;259621
FRY5;2019;269186
FRY5;2020;278926
FRY5;2021;288348
FRY5;2022;299022
FRY50;2014;223713
FRY50;2015;232189
FRY50;2016;240987
FRY50;2017;250143
FRY50;2018;259621
FRY50;2019;269186
FRY50;2020;278926
FRY50;2021;288348
FRY50;2022;299022
HR;2014;4246809
HR;2015;4225316
HR;2016;4190669
HR;2017;4154213
HR;2018;4105493
HR;2019;4076246
HR;2020;4058165
HR;2021;4036355
HR;2022;3862305
HR0;2014;4246809
HR0;2015;4225316
HR0;2016;4190669
HR0;2017;4154213
HR0;2018;4105493
HR0;2019;4076246
HR0;2020;4058165
HR0;2021;4036355
HR0;2022;3862305
HR02;2021;1046327
HR02;2022;1013572
HR021;2021;104207
HR021;2022;101208
HR022;2021;71784
HR022;2022;69921
HR023;2021;64673
HR023;2022;63624
HR024;2021;134574
HR024;2022;129449
HR025;2021;267821
HR025;2022;256800
HR026;2021;146945
HR026;2022;142230
HR027;2021;113744
HR027;2022;111591
HR028;2021;142579
HR028;2022;138749
HR03;2014;1405908
HR03;2015;1402229
HR03;2016;1394290
HR03;2017;1387363
HR03;2018;1378339
HR03;2019;1374071
HR03;2020;1373802
HR03;2021;1369176
HR03;2022;1296210
HR031;2014;294294
HR031;2015;293172
HR031;2016;290579
HR031;2017;288328
HR031;2018;285432
HR031;2019;283405
HR031;2020;281945
HR031;2021;280064
HR031;2022;264560
HR032;2014;48976
HR032;2015;48150
HR032;2016;47213
HR032;2017;46485
HR032;2018;45450
HR032;2019;44834
HR032;2020;44346
HR032;2021;43760
HR032;2022;42557
HR033;2014;171642
HR033;2015;170975
HR033;2016;169853
HR033;2017;169306
HR033;2018;168302
HR033;2019;168031
HR033;2020;168055
HR033;2021;167909
HR033;2022;159725
HR034;2014;105819
HR034;2015;105041
HR034;2016;103608
HR034;2017;102238
HR034;2018;100695
HR034;2019;99633
HR034;2020;98899
HR034;2021;97866
HR034;2022;96023
HR035;2014;455046
HR035;2015;454229
HR035;2016;452841
HR035;2017;451226
HR035;2018;448812
HR035;2019;447723
HR035;2020;448153
HR035;2021;446366
HR035;2022;423085
HR036;2014;207892
HR036;2015;208262
HR036;2016;207939
HR036;2017;208109
HR036;2018;208323
HR036;2019;209020
HR036;2020;209955
HR036;2021;210547
HR036;2022;195061
HR037;2014;122239
HR037;2015;122400
HR037;2016;122257
HR037;2017;121671
HR037;2018;121325
HR037;2019;121425
HR037;2020;122449
HR037;2021;122664
HR037;2022;115199
HR04;2014;2840901
HR04;2015;2823087
HR04;2016;2796379
HR04;2017;2766850
HR04;2018;2727154
HR04;2019;2702175
HR04;2020;2684363
HR041;2014;796866
HR041;2015;799999
HR041;2016;801349
HR041;2017;803647
HR041;2018;803900
HR041;2019;806341
HR041;2020;809235
HR042;2014;318679
HR042;2015;317875
HR042;2016;315529
HR042;2017;313072
HR042;2018;310561
HR042;2019;309306
HR042;2020;309611
HR043;2014;130510
HR043;2015;129547
HR043;2016;128469
HR043;2017;127060
HR043;2018;125849
HR043;2019;124786
HR043;2020;124407
HR044;2014;173974
HR044;2015;172775
HR044;2016;171320
HR044;2017;169805
HR044;2018;167768
HR044;2019;166658
HR044;2020;165885
HR045;2014;114089
HR045;2015;113019
HR045;2016;111782
HR045;2017;110129
HR045;2018;108454
HR045;2019;107076
HR045;2020;105886
HR046;2014;113284
HR046;2015;112858
HR046;2016;112371
HR046;2017;111669
HR046;2018;110456
HR046;2019;109537
HR046;2020;109130
HR047;2014;116160
HR047;2015;114805
HR047;2016;112848
HR047;2017;110841
HR047;2018;108829
HR047;2019;107186
HR047;2020;105554
HR048;2014;82612
HR048;2015;81498
HR048;2016;79886
HR048;2017;78239
HR048;2018;76131
HR048;2019;74521
HR048;2020;72843
HR049;2014;75446
HR049;2015;74452
HR049;2016;72769
HR049;2017;70937
HR049;2018;68708
HR049;2019;67028
HR049;2020;65614
HR04A;2014;154987
HR04A;2015;152834
HR04A;2016;149769
HR04A;2017;146288
HR04A;2018;141857
HR04A;2019;138804
HR04A;2020;136429
HR04B;2014;299715
HR04B;2015;296685
HR04B;2016;292494
HR04B;2017;287124
HR04B;2018;280145
HR04B;2019;275056
HR04B;2020;270877
HR04C;2014;174593
HR04C;2015;171395
HR04C;2016;167721
HR04C;2017;163324
HR04C;2018;156599
HR04C;2019;152494
HR04C;2020;149489
HR04D;2014;124820
HR04D;2015;123000
HR04D;2016;121261
HR04D;2017;119464
HR04D;2018;117453
HR04D;2019;116166
HR04D;2020;114804
HR04E;2014;165166
HR04E;2015;162345
HR04E;2016;158811
HR04E;2017;155251
HR04E;2018;150444
HR04E;2019;147216
HR04E;2020;144599
HR05;2021;808785
HR05;2022;766824
HR050;2021;808785
HR050;2022;766824
HR06;2021;812067
HR06;2022;785699
HR061;2021;108631
HR061;2022;105211
HR062;2021;164809
HR062;2022;158968
HR063;2021;104981
HR063;2022;100894
HR064;2021;123792
HR064;2022;120338
HR065;2021;309854
HR065;2022;300288
HU;2014;9877365
HU;2015;9855571
HU;2016;9830485
HU;2017;9797561
HU;2018;9778371
HU;2019;9772756
HU;2020;9769526
HU;2021;9730772
HU;2022;9689010
HU1;2014;2965413
HU1;2015;2983733
HU1;2016;2993948
HU1;2017;3000076
HU1;2018;3011598
HU1;2019;3031160
HU1;2020;3047318
HU1;2021;3033638
HU1;2022;3031887
HU11;2014;1744665
HU11;2015;1757618
HU11;2016;1759407
HU11;2017;1752704
HU11;2018;1749734
HU11;2019;1752286
HU11;2020;1750216
HU11;2021;1723836
HU11;2022;1706851
HU110;2014;1744665
HU110;2015;1757618
HU110;2016;1759407
HU110;2017;1752704
HU110;2018;1749734
HU110;2019;1752286
HU110;2020;1750216
HU110;2021;1723836
HU110;2022;1706851
HU12;2014;1220748
HU12;2015;1226115
HU12;2016;1234541
HU12;2017;1247372
HU12;2018;1261864
HU12;2019;1278874
HU12;2020;1297102
HU12;2021;1309802
HU12;2022;1325036
HU120;2014;1220748
HU120;2015;1226115
HU120;2016;1234541
HU120;2017;1247372
HU120;2018;1261864
HU120;2019;1278874
HU120;2020;1297102
HU120;2021;1309802
HU120;2022;1325036
HU2;2014;2971203
HU2;2015;2956463
HU2;2016;2945504
HU2;2017;2933571
HU2;2018;2927867
HU2;2019;2927175
HU2;2020;2929877
HU2;2021;2927567
HU2;2022;2917713
HU21;2014;1069190
HU21;2015;1063408
HU21;2016;1060703
HU21;2017;1056097
HU21;2018;1055570
HU21;2019;1058236
HU21;2020;1060755
HU21;2021;1059586
HU21;2022;1056295
HU211;2014;419506
HU211;2015;417651
HU211;2016;418487
HU211;2017;416215
HU211;2018;416691
HU211;2019;417712
HU211;2020;418603
HU211;2021;418701
HU211;2022;418555
HU212;2014;300677
HU212;2015;299110
HU212;2016;297914
HU212;2017;297381
HU212;2018;297454
HU212;2019;299207
HU212;2020;300995
HU212;2021;299772
HU212;2022;298449
HU213;2014;349007
HU213;2015;346647
HU213;2016;344302
HU213;2017;342501
HU213;2018;341425
HU213;2019;341317
HU213;2020;341157
HU213;2021;341113
HU213;2022;339291
HU22;2014;984521
HU22;2015;983925
HU22;2016;983933
HU22;2017;983251
HU22;2018;985457
HU22;2019;989343
HU22;2020;994549
HU22;2021;996876
HU22;2022;997119
HU221;2014;450318
HU221;2015;452638
HU221;2016;455217
HU221;2017;457344
HU221;2018;461518
HU221;2019;467144
HU221;2020;473141
HU221;2021;478281
HU221;2022;479347
HU222;2014;254580
HU222;2015;253997
HU222;2016;253689
HU222;2017;253109
HU222;2018;253305
HU222;2019;253551
HU222;2020;254137
HU222;2021;253494
HU222;2022;253429
HU223;2014;279623
HU223;2015;277290
HU223;2016;275027
HU223;2017;272798
HU223;2018;270634
HU223;2019;268648
HU223;2020;267271
HU223;2021;265101
HU223;2022;264343
HU23;2014;917492
HU23;2015;909130
HU23;2016;900868
HU23;2017;894223
HU23;2018;886840
HU23;2019;879596
HU23;2020;874573
HU23;2021;871105
HU23;2022;864299
HU231;2014;373984
HU231;2015;371110
HU231;2016;368135
HU231;2017;365726
HU231;2018;363721
HU231;2019;360704
HU231;2020;359109
HU231;2021;356819
HU231;2022;354341
HU232;2014;315512
HU232;2015;312084
HU232;2016;309115
HU232;2017;306698
HU232;2018;303802
HU232;2019;301429
HU232;2020;299950
HU232;2021;300945
HU232;2022;298786
HU233;2014;227996
HU233;2015;225936
HU233;2016;223618
HU233;2017;221799
HU233;2018;219317
HU233;2019;217463
HU233;2020;215514
HU233;2021;213341
HU233;2022;211172
HU3;2014;3940749
HU3;2015;3915375
HU3;2016;3891033
HU3;2017;3863914
HU3;2018;3838906
HU3;2019;3814421
HU3;2020;3792331
HU3;2021;3769567
HU3;2022;3739410
HU31;2014;1176894
HU31;2015;1164813
HU31;2016;1153714
HU31;2017;1143902
HU31;2018;1134945
HU31;2019;1126360
HU31;2020;1118577
HU31;2021;1112263
HU31;2022;1102064
HU311;2014;674999
HU311;2015;667594
HU311;2016;660549
HU311;2017;654402
HU311;2018;648216
HU311;2019;642447
HU311;2020;637064
HU311;2021;632722
HU311;2022;626477
HU312;2014;303503
HU312;2015;301296
HU312;2016;299219
HU312;2017;296927
HU312;2018;295792
HU312;2019;294609
HU312;2020;293421
HU312;2021;291967
HU312;2022;289938
HU313;2014;198392
HU313;2015;195923
HU313;2016;193946
HU313;2017;192573
HU313;2018;190937
HU313;2019;189304
HU313;2020;188092
HU313;2021;187574
HU313;2022;185649
HU32;2014;1484375
HU32;2015;1479522
HU32;2016;1474383
HU32;2017;1468088
HU32;2018;1460096
HU32;2019;1450960
HU32;2020;1442660
HU32;2021;1435131
HU32;2022;1423751
HU321;2014;539507
HU321;2015;537268
HU321;2016;534974
HU321;2017;532399
HU321;2018;530464
HU321;2019;527989
HU321;2020;526727
HU321;2021;526164
HU321;2022;524272
HU322;2014;383489
HU322;2015;379897
HU322;2016;376334
HU322;2017;373631
HU322;2018;371271
HU322;2019;370007
HU322;2020;366905
HU322;2021;363646
HU322;2022;360326
HU323;2014;561379
HU323;2015;562357
HU323;2016;563075
HU323;2017;562058
HU323;2018;558361
HU323;2019;552964
HU323;2020;549028
HU323;2021;545321
HU323;2022;539153
HU33;2014;1279480
HU33;2015;1271040
HU33;2016;1262936
HU33;2017;1251924
HU33;2018;1243865
HU33;2019;1237101
HU33;2020;1231094
HU33;2021;1222173
HU33;2022;1213595
HU331;2014;516892
HU331;2015;513687
HU331;2016;511419
HU331;2017;508017
HU331;2018;505602
HU331;2019;503825
HU331;2020;502220
HU331;2021;500026
HU331;2022;497660
HU332;2014;355199
HU332;2015;351148
HU332;2016;347058
HU332;2017;342438
HU332;2018;338025
HU332;2019;334264
HU332;2020;330542
HU332;2021;326530
HU332;2022;322819
HU333;2014;407389
HU333;2015;406205
HU333;2016;404459
HU333;2017;401469
HU333;2018;400238
HU333;2019;399012
HU333;2020;398332
HU333;2021;395617
HU333;2022;393116
HUX;2014;0
HUX;2015;0
HUX;2016;0
HUX;2017;0
HUX;2018;0
HUX;2019;0
HUX;2020;0
HUXX;2014;0
HUXX;2015;0
HUXX;2016;0
HUXX;2017;0
HUXX;2018;0
HUXX;2019;0
HUXX;2020;0
HUXXX;2014;0
HUXXX;2015;0
HUXXX;2016;0
HUXXX;2017;0
HUXXX;2018;0
HUXXX;2019;0
HUXXX;2020;0
IE;2014;4637852
IE;2015;4677627
IE;2016;4726286
IE;2017;4784383
IE;2018;4830392
IE;2019;4904240
IE;2020;4964440
IE;2021;5006324
IE;2022;5060004
IE0;2014;4637852
IE0;2015;4677627
IE0;2016;4726286
IE0;2017;4784383
IE0;2018;4830392
IE0;2019;4904240
IE0;2020;4964440
IE0;2021;5006324
IE0;2022;5060004
IE04;2014;833748
IE04;2015;833830
IE04;2016;839204
IE04;2017;848383
IE04;2018;856252
IE04;2019;867947
IE04;2020;877832
IE04;2021;884580
IE04;2022;894601
IE041;2014;392485
IE041;2015;391933
IE041;2016;393115
IE041;2017;397090
IE041;2018;400868
IE041;2019;405926
IE041;2020;408887
IE041;2021;411976
IE041;2022;417709
IE042;2014;441263
IE042;2015;441897
IE042;2016;446089
IE042;2017;451293
IE042;2018;455384
IE042;2019;462021
IE042;2020;468945
IE042;2021;472604
IE042;2022;476892
IE05;2014;1563179
IE05;2015;1567206
IE05;2016;1575504
IE05;2017;1591718
IE05;2018;1604865
IE05;2019;1624381
IE05;2020;1641057
IE05;2021;1654261
IE05;2022;1670658
IE051;2014;471558
IE051;2015;473033
IE051;2016;473205
IE051;2017;476512
IE051;2018;480408
IE051;2019;484164
IE051;2020;488631
IE051;2021;491370
IE051;2022;494140
IE052;2014;413493
IE052;2015;415073
IE052;2016;419083
IE052;2017;424781
IE052;2018;428436
IE052;2019;434267
IE052;2020;439458
IE052;2021;443704
IE052;2022;448393
IE053;2014;678128
IE053;2015;679100
IE053;2016;683216
IE053;2017;690425
IE053;2018;696021
IE053;2019;705950
IE053;2020;712968
IE053;2021;719187
IE053;2022;728125
IE06;2014;2240925
IE06;2015;2276591
IE06;2016;2311578
IE06;2017;2344282
IE06;2018;2369275
IE06;2019;2411912
IE06;2020;2445551
IE06;2021;2467483
IE06;2022;2494745
IE061;2014;1281345
IE061;2015;1308370
IE061;2016;1331306
IE061;2017;1348462
IE061;2018;1360963
IE061;2019;1387606
IE061;2020;1408815
IE061;2021;1423957
IE061;2022;1443092
IE062;2014;669980
IE062;2015;677297
IE062;2016;687592
IE062;2017;699210
IE062;2018;708423
IE062;2019;720143
IE062;2020;731935
IE062;2021;736824
IE062;2022;743651
IE063;2014;289600
IE063;2015;290924
IE063;2016;292680
IE063;2017;296610
IE063;2018;299889
IE063;2019;304163
IE063;2020;304801
IE063;2021;306702
IE063;2022;308002
IS;2014;325671
IS;2015;329100
IS;2016;332529
IS;2017;338349
IS;2018;348450
IS;2019;356991
IS;2020;364134
IS;2021;368792
IS;2022;376248
IS0;2014;325671
IS0;2015;329100
IS0;2016;332529
IS0;2017;338349
IS0;2018;348450
IS0;2019;356991
IS0;2020;364134
IS0;2021;368792
IS0;2022;376248
IS00;2014;325671
IS00;2015;329100
IS00;2016;332529
IS00;2017;338349
IS00;2018;348450
IS00;2019;356991
IS00;2020;364134
IS00;2021;368792
IS00;2022;376248
IS001;2014;208752
IS001;2015;211282
IS001;2016;213619
IS001;2017;216878
IS001;2018;222484
IS001;2019;228231
IS001;2020;233034
IS001;2021;236528
IS001;2022;240882
IS002;2014;116919
IS002;2015;117818
IS002;2016;118910
IS002;2017;121471
IS002;2018;125966
IS002;2019;128760
IS002;2020;131100
IS002;2021;132264
IS002;2022;135366
IT;2014;60782668
IT;2015;60795612
IT;2016;60665551
IT;2017;60589445
IT;2018;60483973
IT;2019;59816673
IT;2020;59641488
IT;2021;59236213
IT;2022;59030133
ITC;2014;16130725
ITC;2015;16138643
ITC;2016;16110977
ITC;2017;16103882
ITC;2018;16095306
ITC;2019;15998031
ITC;2020;15988679
ITC;2021;15899083
ITC;2022;15831941
ITC1;2014;4436798
ITC1;2015;4424467
ITC1;2016;4404246
ITC1;2017;4392526
ITC1;2018;4375865
ITC1;2019;4328565
ITC1;2020;4311217
ITC1;2021;4274945
ITC1;2022;4256350
ITC11;2014;2297917
ITC11;2015;2291719
ITC11;2016;2282197
ITC11;2017;2277857
ITC11;2018;2269120
ITC11;2019;2238663
ITC11;2020;2230946
ITC11;2021;2219206
ITC11;2022;2208370
ITC12;2014;177109
ITC12;2015;176121
ITC12;2016;174904
ITC12;2017;173868
ITC12;2018;172307
ITC12;2019;170493
ITC12;2020;169390
ITC12;2021;166584
ITC12;2022;166083
ITC13;2014;182325
ITC13;2015;181089
ITC13;2016;179685
ITC13;2017;178551
ITC13;2018;177067
ITC13;2019;175341
ITC13;2020;174170
ITC13;2021;170724
ITC13;2022;170027
ITC14;2014;161412
ITC14;2015;160883
ITC14;2016;160114
ITC14;2017;159664
ITC14;2018;159159
ITC14;2019;157278
ITC14;2020;156320
ITC14;2021;154926
ITC14;2022;154249
ITC15;2014;371686
ITC15;2015;371418
ITC15;2016;370525
ITC15;2017;370143
ITC15;2018;369595
ITC15;2019;365773
ITC15;2020;364980
ITC15;2021;362925
ITC15;2022;361916
ITC16;2014;592365
ITC16;2015;592060
ITC16;2016;590421
ITC16;2017;589108
ITC16;2018;588559
ITC16;2019;587213
ITC16;2020;586113
ITC16;2021;581798
ITC16;2022;580155
ITC17;2014;219988
ITC17;2015;219292
ITC17;2016;217574
ITC17;2017;216677
ITC17;2018;215884
ITC17;2019;213504
ITC17;2020;212010
ITC17;2021;209390
ITC17;2022;208286
ITC18;2014;433996
ITC18;2015;431885
ITC18;2016;428826
ITC18;2017;426658
ITC18;2018;424174
ITC18;2019;420300
ITC18;2020;417288
ITC18;2021;409392
ITC18;2022;407264
ITC2;2014;128591
ITC2;2015;128298
ITC2;2016;127329
ITC2;2017;126883
ITC2;2018;126202
ITC2;2019;125653
ITC2;2020;125034
ITC2;2021;124089
ITC2;2022;123360
ITC20;2014;128591
ITC20;2015;128298
ITC20;2016;127329
ITC20;2017;126883
ITC20;2018;126202
ITC20;2019;125653
ITC20;2020;125034
ITC20;2021;124089
ITC20;2022;123360
ITC3;2014;1591939
ITC3;2015;1583263
ITC3;2016;1571053
ITC3;2017;1565307
ITC3;2018;1556981
ITC3;2019;1532980
ITC3;2020;1524826
ITC3;2021;1518495
ITC3;2022;1509227
ITC31;2014;217703
ITC31;2015;216818
ITC31;2016;215244
ITC31;2017;215130
ITC31;2018;214305
ITC31;2019;209982
ITC31;2020;209382
ITC31;2021;209244
ITC31;2022;208670
ITC32;2014;283813
ITC32;2015;282607
ITC32;2016;280707
ITC32;2017;279408
ITC32;2018;277810
ITC32;2019;273732
ITC32;2020;271832
ITC32;2021;269752
ITC32;2022;268038
ITC33;2014;868046
ITC33;2015;862175
ITC33;2016;854099
ITC33;2017;850071
ITC33;2018;844957
ITC33;2019;831172
ITC33;2020;826194
ITC33;2021;823612
ITC33;2022;817402
ITC34;2014;222377
ITC34;2015;221663
ITC34;2016;221003
ITC34;2017;220698
ITC34;2018;219909
ITC34;2019;218094
ITC34;2020;217418
ITC34;2021;215887
ITC34;2022;215117
ITC4;2014;9973397
ITC4;2015;10002615
ITC4;2016;10008349
ITC4;2017;10019166
ITC4;2018;10036258
ITC4;2019;10010833
ITC4;2020;10027602
ITC4;2021;9981554
ITC4;2022;9943004
ITC41;2014;887997
ITC41;2015;890234
ITC41;2016;890090
ITC41;2017;890043
ITC41;2018;890528
ITC41;2019;885085
ITC41;2020;884876
ITC41;2021;880093
ITC41;2022;877668
ITC42;2014;598810
ITC42;2015;599905
ITC42;2016;599654
ITC42;2017;600190
ITC42;2018;599301
ITC42;2019;597807
ITC42;2020;597642
ITC42;2021;596456
ITC42;2022;594941
ITC43;2014;340814
ITC43;2015;340251
ITC43;2016;339254
ITC43;2017;339238
ITC43;2018;339384
ITC43;2019;335554
ITC43;2020;334961
ITC43;2021;333569
ITC43;2022;332457
ITC44;2014;182480
ITC44;2015;182086
ITC44;2016;181712
ITC44;2017;181437
ITC44;2018;181403
ITC44;2019;180680
ITC44;2020;180425
ITC44;2021;178798
ITC44;2022;178784
ITC46;2014;1107441
ITC46;2015;1108853
ITC46;2016;1108298
ITC46;2017;1109933
ITC46;2018;1111035
ITC46;2019;1107159
ITC46;2020;1108126
ITC46;2021;1103556
ITC46;2022;1102997
ITC47;2014;1262295
ITC47;2015;1265077
ITC47;2016;1264105
ITC47;2017;1262678
ITC47;2018;1262402
ITC47;2019;1254419
ITC47;2020;1255437
ITC47;2021;1255709
ITC47;2022;1253157
ITC48;2014;548326
ITC48;2015;548722
ITC48;2016;547926
ITC48;2017;547251
ITC48;2018;545810
ITC48;2019;541717
ITC48;2020;540376
ITC48;2021;535801
ITC48;2022;534506
ITC49;2014;229082
ITC49;2015;229576
ITC49;2016;229413
ITC49;2017;229338
ITC49;2018;229765
ITC49;2019;226949
ITC49;2020;227412
ITC49;2021;227343
ITC49;2022;227327
ITC4A;2014;362141
ITC4A;2015;361610
ITC4A;2016;360444
ITC4A;2017;359388
ITC4A;2018;358512
ITC4A;2019;356150
ITC4A;2020;355908
ITC4A;2021;352242
ITC4A;2022;351654
ITC4B;2014;415147
ITC4B;2015;414919
ITC4B;2016;412868
ITC4B;2017;412610
ITC4B;2018;411762
ITC4B;2019;407851
ITC4B;2020;406919
ITC4B;2021;406061
ITC4B;2022;404476
ITC4C;2014;3176180
ITC4C;2015;3196825
ITC4C;2016;3208509
ITC4C;2017;3218201
ITC4C;2018;3234658
ITC4C;2019;3250077
ITC4C;2020;3265327
ITC4C;2021;3241813
ITC4C;2022;3214630
ITC4D;2014;862684
ITC4D;2015;864557
ITC4D;2016;866076
ITC4D;2017;868859
ITC4D;2018;871698
ITC4D;2019;867385
ITC4D;2020;870193
ITC4D;2021;870113
ITC4D;2022;870407
ITF;2014;14167819
ITF;2015;14149806
ITF;2016;14110771
ITF;2017;14071161
ITF;2018;14022596
ITF;2019;13790862
ITF;2020;13707269
ITF;2021;13539074
ITF;2022;13512083
ITF1;2014;1333939
ITF1;2015;1331574
ITF1;2016;1326513
ITF1;2017;1322247
ITF1;2018;1315196
ITF1;2019;1300645
ITF1;2020;1293941
ITF1;2021;1281012
ITF1;2022;1275950
ITF11;2014;306701
ITF11;2015;304884
ITF11;2016;303239
ITF11;2017;301910
ITF11;2018;300404
ITF11;2019;297313
ITF11;2020;294838
ITF11;2021;290811
ITF11;2022;288956
ITF12;2014;311103
ITF12;2015;311168
ITF12;2016;310339
ITF12;2017;309859
ITF12;2018;308284
ITF12;2019;305291
ITF12;2020;303900
ITF12;2021;301104
ITF12;2022;299646
ITF13;2014;322401
ITF13;2015;322759
ITF13;2016;321973
ITF13;2017;321309
ITF13;2018;319388
ITF13;2019;317366
ITF13;2020;316363
ITF13;2021;313882
ITF13;2022;313631
ITF14;2014;393734
ITF14;2015;392763
ITF14;2016;390962
ITF14;2017;389169
ITF14;2018;387120
ITF14;2019;380675
