nuts3;year;pop_density
DE402;2020;605.7
DE402;2021;601.1
DE402;2022;597.1
DE403;1997;534.1
DE403;1998;520.3
DE403;1999;506.6
DE403;2000;494.5
DE403;2001;482.5
DE403;2002;469.7
DE403;2003;458.6
DE403;2004;448.0
DE403;2005;436.9
DE403;2006;428.0
DE403;2007;421.9
DE403;2008;417.5
DE403;2009;412.9
DE403;2010;409.2
DE403;2011;400.7
DE403;2012;397.8
DE403;2013;394.7
DE403;2014;390.8
DE403;2015;391.0
DE403;2016;403.8
DE403;2017;404.3
DE403;2018;403.2
DE403;2019;401.5
DE403;2020;401.5
DE403;2021;398.5
DE403;2022;394.8
DE404;1997;758.2
DE404;1998;749.3
DE404;1999;746.2
DE404;2000;748.4
DE404;2001;754.3
DE404;2002;761.2
DE404;2003;769.4
DE404;2004;776.0
DE404;2005;783.0
DE404;2006;791.3
DE404;2007;800.0
DE404;2008;811.0
DE404;2009;821.1
DE404;2010;831.2
DE404;2011;835.3
DE404;2012;845.4
DE404;2013;855.1
DE404;2014;865.7
DE404;2015;882.4
DE404;2016;992.9
DE404;2017;1016.1
DE404;2018;1034.5
DE404;2019;1048.0
DE404;2020;1048.0
DE404;2021;1059.8
DE404;2022;1068.0
DE405;1997;105.2
DE405;1998;108.3
DE405;1999;111.0
DE405;2000;113.2
DE405;2001;114.4
DE405;2002;115.1
DE405;2003;115.9
DE405;2004;117.0
DE405;2005;118.0
DE405;2006;118.5
DE405;2007;118.8
DE405;2008;118.9
DE405;2009;118.6
DE405;2010;120.2
DE405;2011;117.3
DE405;2012;117.5
DE405;2013;117.9
DE405;2014;117.8
DE405;2015;119.1
DE405;2016;124.4
DE405;2017;125.6
DE405;2018;126.8
DE405;2019;128.3
DE405;2020;128.3
DE405;2021;129.9
DE405;2022;131.2
DE406;1997;66.1
DE406;1998;67.6
DE406;1999;69.0
DE406;2000;70.0
DE406;2001;70.4
DE406;2002;70.6
DE406;2003;70.8
DE406;2004;71.1
DE406;2005;71.5
DE406;2006;71.6
DE406;2007;71.5
DE406;2008;71.5
DE406;2009;71.5
DE406;2010;71.5
DE406;2011;70.8
DE406;2012;70.8
DE406;2013;71.0
DE406;2014;71.0
DE406;2015;71.8
DE406;2016;74.9
DE406;2017;75.5
DE406;2018;76.2
DE406;2019;77.0
DE406;2020;77.0
DE406;2021;77.9
DE406;2022;79.1
DE407;1997;72.0
DE407;1998;71.5
DE407;1999;70.8
DE407;2000;69.9
DE407;2001;68.9
DE407;2002;67.8
DE407;2003;66.9
DE407;2004;66.0
DE407;2005;65.1
DE407;2006;64.0
DE407;2007;62.8
DE407;2008;61.7
DE407;2009;60.6
DE407;2010;59.7
DE407;2011;58.2
DE407;2012;57.4
DE407;2013;56.6
DE407;2014;55.6
DE407;2015;55.2
DE407;2016;55.5
DE407;2017;55.2
DE407;2018;54.7
DE407;2019;54.3
DE407;2020;54.3
DE407;2021;53.9
DE407;2022;53.5
DE408;1997;79.3
DE408;1998;81.6
DE408;1999;83.9
DE408;2000;86.0
DE408;2001;87.6
DE408;2002;88.6
DE408;2003;89.1
DE408;2004;89.5
DE408;2005;90.0
DE408;2006;90.4
DE408;2007;90.5
DE408;2008;90.4
DE408;2009;90.3
DE408;2010;90.2
DE408;2011;89.0
DE408;2012;89.2
DE408;2013;89.4
DE408;2014;89.5
DE408;2015;90.8
DE408;2016;93.2
DE408;2017;93.9
DE408;2018;94.6
DE408;2019;95.2
DE408;2020;95.2
DE408;2021;96.0
DE408;2022;96.9
DE409;1997;83.2
DE409;1998;85.0
DE409;1999;86.8
DE409;2000;88.1
DE409;2001;88.8
DE409;2002;89.4
DE409;2003;89.8
DE409;2004;90.2
DE409;2005;90.3
DE409;2006;90.3
DE409;2007;90.1
DE409;2008;90.0
DE409;2009;89.8
DE409;2010;88.8
DE409;2011;87.2
DE409;2012;87.0
DE409;2013;87.1
DE409;2014;87.1
DE409;2015;87.8
DE409;2016;89.8
DE409;2017;90.4
DE409;2018;91.0
DE409;2019;91.7
DE409;2020;91.7
DE409;2021;92.3
DE409;2022;92.8
DE40A;1997;98.0
DE40A;1998;100.9
DE40A;1999;103.9
DE40A;2000;106.2
DE40A;2001;107.5
DE40A;2002;108.4
DE40A;2003;109.3
DE40A;2004;110.2
DE40A;2005;111.0
DE40A;2006;111.8
DE40A;2007;112.3
DE40A;2008;112.5
DE40A;2009;112.7
DE40A;2010;112.9
DE40A;2011;111.8
DE40A;2012;112.2
DE40A;2013;112.7
DE40A;2014;112.8
DE40A;2015;114.1
DE40A;2016;117.4
DE40A;2017;118.1
DE40A;2018;118.8
DE40A;2019;119.7
DE40A;2020;119.7
DE40A;2021;120.5
DE40A;2022;121.3
DE40B;1997;126.6
DE40B;1998;124.7
DE40B;1999;122.7
DE40B;2000;120.5
DE40B;2001;118.0
DE40B;2002;115.5
DE40B;2003;113.1
DE40B;2004;111.1
DE40B;2005;109.3
DE40B;2006;107.5
DE40B;2007;105.6
DE40B;2008;103.8
DE40B;2009;102.2
DE40B;2010;100.7
DE40B;2011;96.7
DE40B;2012;95.4
DE40B;2013;94.1
DE40B;2014;92.7
DE40B;2015;92.1
DE40B;2016;96.3
DE40B;2017;95.7
DE40B;2018;95.1
DE40B;2019;94.4
DE40B;2020;94.4
DE40B;2021;93.5
DE40B;2022;92.7
DE40C;1997;86.5
DE40C;1998;87.3
DE40C;1999;87.7
DE40C;2000;87.7
DE40C;2001;87.4
DE40C;2002;86.9
DE40C;2003;86.3
DE40C;2004;85.9
DE40C;2005;85.3
DE40C;2006;84.7
DE40C;2007;84.1
DE40C;2008;83.5
DE40C;2009;82.8
DE40C;2010;82.2
DE40C;2011;79.5
DE40C;2012;79.1
DE40C;2013;78.9
DE40C;2014;78.6
DE40C;2015;79.8
DE40C;2016;82.0
DE40C;2017;81.0
DE40C;2018;81.0
DE40C;2019;81.1
DE40C;2020;81.1
DE40C;2021;81.2
DE40C;2022;81.3
DE40D;1997;46.1
DE40D;1998;46.0
DE40D;1999;45.7
DE40D;2000;45.3
DE40D;2001;44.8
DE40D;2002;44.4
DE40D;2003;44.1
DE40D;2004;43.6
DE40D;2005;43.2
DE40D;2006;42.8
DE40D;2007;42.4
DE40D;2008;42.0
DE40D;2009;41.6
DE40D;2010;41.2
DE40D;2011;39.9
DE40D;2012;39.6
DE40D;2013;39.5
DE40D;2014;39.1
DE40D;2015;39.2
DE40D;2016;40.1
DE40D;2017;40.2
DE40D;2018;40.1
DE40D;2019;40.0
DE40D;2020;40.0
DE40D;2021;39.9
DE40D;2022;39.9
DE40E;1997;69.3
DE40E;1998;71.8
DE40E;1999;74.0
DE40E;2000;75.7
DE40E;2001;76.8
DE40E;2002;77.5
DE40E;2003;78.0
DE40E;2004;78.4
DE40E;2005;78.9
DE40E;2006;79.1
DE40E;2007;79.3
DE40E;2008;79.4
DE40E;2009;79.4
DE40E;2010;79.5
DE40E;2011;78.9
DE40E;2012;79.2
DE40E;2013;79.6
DE40E;2014;79.7
DE40E;2015;80.7
DE40E;2016;83.0
DE40E;2017;83.5
DE40E;2018;84.0
DE40E;2019;84.6
DE40E;2020;84.6
DE40E;2021;85.3
DE40E;2022;85.8
DE40F;1997;47.0
DE40F;1998;46.4
DE40F;1999;46.0
DE40F;2000;45.4
DE40F;2001;44.7
DE40F;2002;44.0
DE40F;2003;43.3
DE40F;2004;42.6
DE40F;2005;41.9
DE40F;2006;41.3
DE40F;2007;40.7
DE40F;2008;40.0
DE40F;2009;39.4
DE40F;2010;38.9
DE40F;2011;37.7
DE40F;2012;37.3
DE40F;2013;36.9
DE40F;2014;36.4
DE40F;2015;36.3
DE40F;2016;36.6
DE40F;2017;36.5
DE40F;2018;36.2
DE40F;2019;36.0
DE40F;2020;36.0
DE40F;2021;35.9
DE40F;2022;35.7
DE40G;1997;92.0
DE40G;1998;91.9
DE40G;1999;91.4
DE40G;2000;90.7
DE40G;2001;89.4
DE40G;2002;87.9
DE40G;2003;86.4
DE40G;2004;85.2
DE40G;2005;83.9
DE40G;2006;82.5
DE40G;2007;81.3
DE40G;2008;79.9
DE40G;2009;78.6
DE40G;2010;77.3
DE40G;2011;74.3
DE40G;2012;73.3
DE40G;2013;72.5
DE40G;2014;71.5
DE40G;2015;71.1
DE40G;2016;71.9
DE40G;2017;71.3
DE40G;2018;70.5
DE40G;2019;70.0
DE40G;2020;70.0
DE40G;2021;69.5
DE40G;2022;69.0
DE40H;1997;72.5
DE40H;1998;73.9
DE40H;1999;75.1
DE40H;2000;76.0
DE40H;2001;76.5
DE40H;2002;76.7
DE40H;2003;76.9
DE40H;2004;77.1
DE40H;2005;77.3
DE40H;2006;77.5
DE40H;2007;77.6
DE40H;2008;77.5
DE40H;2009;77.4
DE40H;2010;77.2
DE40H;2011;76.2
DE40H;2012;76.3
DE40H;2013;76.5
DE40H;2014;76.5
DE40H;2015;77.2
DE40H;2016;78.6
DE40H;2017;79.4
DE40H;2018;80.2
DE40H;2019;81.0
DE40H;2020;81.0
DE40H;2021;81.7
DE40H;2022;82.4
DE40I;1997;51.8
DE40I;1998;51.2
DE40I;1999;50.7
DE40I;2000;50.0
DE40I;2001;49.1
DE40I;2002;48.1
DE40I;2003;47.3
DE40I;2004;46.6
DE40I;2005;45.9
DE40I;2006;45.2
DE40I;2007;44.5
DE40I;2008;43.8
DE40I;2009;43.2
DE40I;2010;42.6
DE40I;2011;40.7
DE40I;2012;40.3
DE40I;2013;39.9
DE40I;2014;39.3
DE40I;2015;39.3
DE40I;2016;40.5
DE40I;2017;40.4
DE40I;2018;40.2
DE40I;2019;40.0
DE40I;2020;40.0
DE40I;2021;39.8
DE40I;2022;39.5
DE5;1997;1671.8
DE5;1998;1659.7
DE5;1999;1646.3
DE5;2000;1636.8
DE5;2001;1632.6
DE5;2002;1634.9
DE5;2003;1639.0
DE5;2004;1640.6
DE5;2005;1640.8
DE5;2006;1641.7
DE5;2007;1641.3
DE5;2008;1638.7
DE5;2009;1637.0
DE5;2010;1635.5
DE5;2011;1554.8
DE5;2012;1558.7
DE5;2013;1564.9
DE5;2014;1570.6
DE5;2015;1587.4
DE5;2016;1726.7
DE5;2017;1738.9
DE5;2018;1744.3
DE5;2019;1744.5
DE5;2020;1744.5
DE5;2021;1740.8
DE5;2022;1734.8
DE50;1997;1671.8
DE50;1998;1659.7
DE50;1999;1646.3
DE50;2000;1636.8
DE50;2001;1632.6
DE50;2002;1634.9
DE50;2003;1639.0
DE50;2004;1640.6
DE50;2005;1640.8
DE50;2006;1641.7
DE50;2007;1641.3
DE50;2008;1638.7
DE50;2009;1637.0
DE50;2010;1635.5
DE50;2011;1554.8
DE50;2012;1558.7
DE50;2013;1564.9
DE50;2014;1570.6
DE50;2015;1587.4
DE50;2016;1726.7
DE50;2017;1738.9
DE50;2018;1744.3
DE50;2019;1744.5
DE50;2020;1744.5
DE50;2021;1740.8
DE50;2022;1734.8
DE501;1997;1677.8
DE501;1998;1669.3
DE501;1999;1659.2
DE501;2000;1653.2
DE501;2001;1654.2
DE501;2002;1659.7
DE501;2003;1671.4
DE501;2004;1670.2
DE501;2005;1679.0
DE501;2006;1682.1
DE501;2007;1683.5
DE501;2008;1682.6
DE501;2009;1682.5
DE501;2010;1682.5
DE501;2011;1670.1
DE501;2012;1675.5
DE501;2013;1682.4
DE501;2014;1687.6
DE501;2015;1701.3
DE501;2016;1811.6
DE501;2017;1828.6
DE501;2018;1834.4
DE501;2019;1833.7
DE501;2020;1833.7
DE501;2021;1829.2
DE501;2022;1822.4
DE502;1997;1646.5
DE502;1998;1619.5
DE502;1999;1592.4
DE502;2000;1567.7
DE502;2001;1541.7
DE502;2002;1530.7
DE502;2003;1505.1
DE502;2004;1516.2
DE502;2005;1483.0
DE502;2006;1475.1
DE502;2007;1466.9
DE502;2008;1457.1
DE502;2009;1449.0
DE502;2010;1441.8
DE502;2011;1154.6
DE502;2012;1153.6
DE502;2013;1157.4
DE502;2014;1164.7
DE502;2015;1192.3
DE502;2016;1401.6
DE502;2017;1395.4
DE502;2018;1399.1
DE502;2019;1402.9
DE502;2020;1402.9
DE502;2021;1402.5
DE502;2022;1399.6
DE6;1997;2259.5
DE6;1998;2254.2
DE6;1999;2253.8
DE6;2000;2264.0
DE6;2001;2278.3
DE6;2002;2287.7
DE6;2003;2292.5
DE6;2004;2296.8
DE6;2005;2303.1
DE6;2006;2315.9
DE6;2007;2333.8
DE6;2008;2345.7
DE6;2009;2348.1
DE6;2010;2357.6
DE6;2011;2267.0
DE6;2012;2285.5
DE6;2013;2304.1
DE6;2014;2323.9
DE6;2015;2351.1
DE6;2016;2533.7
DE6;2017;2564.1
DE6;2018;2585.7
DE6;2019;2597.5
DE6;2020;2597.5
DE6;2021;2605.4
DE6;2022;2610.2
DE60;1997;2259.5
DE60;1998;2254.2
DE60;1999;2253.8
DE60;2000;2264.0
DE60;2001;2278.3
DE60;2002;2287.7
DE60;2003;2292.5
DE60;2004;2296.8
DE60;2005;2303.1
DE60;2006;2315.9
DE60;2007;2333.8
DE60;2008;2345.7
DE60;2009;2348.1
DE60;2010;2357.6
DE60;2011;2267.0
DE60;2012;2285.5
DE60;2013;2304.1
DE60;2014;2323.9
DE60;2015;2351.1
DE60;2016;2533.7
DE60;2017;2564.1
DE60;2018;2585.7
DE60;2019;2597.5
DE60;2020;2597.5
DE60;2021;2605.4
DE60;2022;2610.2
DE600;1997;2259.5
DE600;1998;2254.2
DE600;1999;2253.8
DE600;2000;2264.0
DE600;2001;2278.3
DE600;2002;2287.7
DE600;2003;2292.5
DE600;2004;2296.8
DE600;2005;2303.1
DE600;2006;2315.9
DE600;2007;2333.8
DE600;2008;2345.7
DE600;2009;2348.1
DE600;2010;2357.6
DE600;2011;2267.0
DE600;2012;2285.5
DE600;2013;2304.1
DE600;2014;2323.9
DE600;2015;2351.1
DE600;2016;2533.7
DE600;2017;2564.1
DE600;2018;2585.7
DE600;2019;2597.5
DE600;2020;2597.5
DE600;2021;2605.4
DE600;2022;2610.2
DE7;1997;285.6
DE7;1998;285.7
DE7;1999;286.2
DE7;2000;287.0
DE7;2001;28.8
DE7;2002;288.2
DE7;2003;288.4
DE7;2004;288.6
DE7;2005;288.7
DE7;2006;288.1
DE7;2007;287.7
DE7;2008;287.4
DE7;2009;287.2
DE7;2010;287.2
DE7;2011;283.3
DE7;2012;284.4
DE7;2013;285.6
DE7;2014;287.5
DE7;2015;290.6
DE7;2016;294.4
DE7;2017;296.0
DE7;2018;297.3
DE7;2019;298.4
DE7;2020;298.4
DE7;2021;299.0
DE7;2022;299.2
DE71;1997;496.5
DE71;1998;497.0
DE71;1999;498.5
DE71;2000;500.8
DE71;2001;502.7
DE71;2002;504.3
DE71;2003;505.4
DE71;2004;506.3
DE71;2005;507.3
DE71;2006;507.1
DE71;2007;507.3
DE71;2008;508.1
DE71;2009;508.9
DE71;2010;510.3
DE71;2011;503.6
DE71;2012;507.4
DE71;2013;511.3
DE71;2014;516.2
DE71;2015;522.9
DE71;2016;532.4
DE71;2017;536.1
DE71;2018;539.3
DE71;2019;542.2
DE71;2020;542.2
DE71;2021;544.1
DE71;2022;544.5
DE711;1997;1130.7
DE711;1998;1126.6
DE711;1999;1125.7
DE711;2000;1129.3
DE711;2001;1132.1
DE711;2002;1134.8
DE711;2003;1139.9
DE711;2004;1144.5
DE711;2005;1148.0
DE711;2006;1152.8
DE711;2007;1159.5
DE711;2008;1163.8
DE711;2009;1168.5
DE711;2010;1178.4
DE711;2011;1175.6
DE711;2012;1203.1
DE711;2013;1219.1
DE711;2014;1236.2
DE711;2015;1259.1
DE711;2016;1281.9
DE711;2017;1293.8
DE711;2018;1301.1
DE711;2019;1307.7
DE711;2020;1307.7
DE711;2021;1307.6
DE711;2022;1306.6
DE712;1997;2598.6
DE712;1998;2591.8
DE712;1999;2592.2
DE712;2000;2597.8
DE712;2001;2592.3
DE712;2002;2587.1
DE712;2003;2590.8
DE712;2004;2598.2
DE712;2005;2615.3
DE712;2006;2626.8
DE712;2007;2641.1
DE712;2008;2665.7
DE712;2009;2691.7
DE712;2010;2721.6
DE712;2011;2701.2
DE712;2012;2747.2
DE712;2013;2797.2
DE712;2014;2860.8
DE712;2015;2924.0
DE712;2016;2998.2
DE712;2017;3027.1
DE712;2018;3061.1
DE712;2019;3094.8
DE712;2020;3094.8
DE712;2021;3117.3
DE712;2022;3108.8
DE713;1997;2595.9
DE713;1998;2589.2
DE713;1999;2593.7
DE713;2000;2611.1
DE713;2001;2631.2
DE713;2002;2646.6
DE713;2003;2655.2
DE713;2004;2658.5
DE713;2005;2661.0
DE713;2006;2639.1
DE713;2007;2625.9
DE713;2008;2641.7
DE713;2009;2647.5
DE713;2010;2664.3
DE713;2011;2535.2
DE713;2012;2581.9
DE713;2013;2630.3
DE713;2014;2668.8
DE713;2015;2719.1
DE713;2016;2821.9
DE713;2017;2855.1
DE713;2018;2902.3
DE713;2019;2943.5
DE713;2020;2943.5
DE713;2021;2967.9
DE713;2022;2979.4
DE714;1997;1312.8
DE714;1998;1311.9
DE714;1999;1314.3
DE714;2000;1321.3
DE714;2001;1327.1
DE714;2002;1330.6
DE714;2003;1332.9
DE714;2004;1339.1
DE714;2005;1345.5
DE714;2006;1349.1
DE714;2007;1352.2
DE714;2008;1355.1
DE714;2009;1359.1
DE714;2010;1357.0
DE714;2011;1321.9
DE714;2012;1332.8
DE714;2013;1339.9
DE714;2014;1345.6
DE714;2015;1351.3
DE714;2016;1391.6
DE714;2017;1397.7
DE714;2018;1399.5
DE714;2019;1399.0
DE714;2020;1399.0
DE714;2021;1399.7
DE714;2022;1400.9
DE715;1997;362.0
DE715;1998;362.9
DE715;1999;364.0
DE715;2000;365.7
DE715;2001;367.2
DE715;2002;368.4
DE715;2003;369.2
DE715;2004;369.8
DE715;2005;370.1
DE715;2006;369.2
DE715;2007;367.8
DE715;2008;366.8
DE715;2009;365.7
DE715;2010;365.1
DE715;2011;362.9
DE715;2012;363.3
DE715;2013;364.1
DE715;2014;365.4
DE715;2015;368.6
DE715;2016;376.1
DE715;2017;377.4
DE715;2018;378.7
DE715;2019;379.8
DE715;2020;379.8
DE715;2021;380.7
DE715;2022;381.3
DE716;1997;427.6
DE716;1998;429.3
DE716;1999;431.9
DE716;2000;434.5
DE716;2001;436.8
DE716;2002;439.0
DE716;2003;440.3
DE716;2004;441.2
DE716;2005;441.3
DE716;2006;440.3
DE716;2007;439.4
DE716;2008;438.7
DE716;2009;438.6
DE716;2010;438.9
DE716;2011;429.7
DE716;2012;431.1
DE716;2013;432.6
DE716;2014;435.0
DE716;2015;440.6
DE716;2016;446.4
DE716;2017;448.9
DE716;2018;450.9
DE716;2019;452.3
DE716;2020;452.3
DE716;2021;452.5
DE716;2022;451.8
DE717;1997;545.6
DE717;1998;546.2
DE717;1999;546.9
DE717;2000;549.0
DE717;2001;551.5
DE717;2002;554.6
DE717;2003;555.8
DE717;2004;556.1
DE717;2005;556.4
DE717;2006;556.3
DE717;2007;557.5
DE717;2008;559.1
DE717;2009;559.7
DE717;2010;561.2
DE717;2011;555.4
DE717;2012;560.3
DE717;2013;565.3
DE717;2014;571.8
DE717;2015;581.5
DE717;2016;605.3
DE717;2017;611.4
DE717;2018;617.6
DE717;2019;622.5
DE717;2020;622.5
DE717;2021;623.9
DE717;2022;624.6
DE718;1997;459.5
DE718;1998;461.8
DE718;1999;463.7
DE718;2000;466.4
DE718;2001;469.2
DE718;2002;470.7
DE718;2003;471.0
DE718;2004;471.5
DE718;2005;472.0
DE718;2006;470.8
DE718;2007;469.5
DE718;2008;468.6
DE718;2009;468.9
DE718;2010;470.6
DE718;2011;469.9
DE718;2012;472.0
DE718;2013;474.3
DE718;2014;477.1
DE718;2015;481.6
DE718;2016;485.9
DE718;2017;488.6
DE718;2018;490.2
DE718;2019;491.2
DE718;2020;491.2
DE718;2021;491.9
DE718;2022;492.0
DE719;1997;287.9
DE719;1998;287.8
DE719;1999;288.6
DE719;2000;289.9
DE719;2001;291.3
DE719;2002;292.5
DE719;2003;293.0
DE719;2004;293.3
DE719;2005;293.4
DE719;2006;292.9
DE719;2007;292.3
DE719;2008;291.8
DE719;2009;291.4
DE719;2010;291.3
DE719;2011;287.2
DE719;2012;288.0
DE719;2013;289.1
DE719;2014;290.6
DE719;2015;293.1
DE719;2016;297.2
DE719;2017;299.5
DE719;2018;300.3
DE719;2019;301.1
DE719;2020;301.1
DE719;2021;302.1
DE719;2022;303.1
DE71A;1997;966.7
DE71A;1998;970.8
DE71A;1999;977.1
DE71A;2000;985.7
DE71A;2001;993.7
DE71A;2002;999.6
DE71A;2003;1002.6
DE71A;2004;1005.2
DE71A;2005;1007.4
DE71A;2006;1008.1
DE71A;2007;1011.2
DE71A;2008;1015.1
DE71A;2009;1017.8
DE71A;2010;1020.8
DE71A;2011;1008.7
DE71A;2012;1013.8
DE71A;2013;1021.0
DE71A;2014;1031.5
DE71A;2015;1042.4
DE71A;2016;1060.1
DE71A;2017;1069.4
DE71A;2018;1074.0
DE71A;2019;1077.6
DE71A;2020;1077.6
DE71A;2021;1081.0
DE71A;2022;1082.7
DE71B;1997;159.0
DE71B;1998;159.3
DE71B;1999;159.3
DE71B;2000;159.5
DE71B;2001;160.1
DE71B;2002;160.8
DE71B;2003;161.2
DE71B;2004;161.2
DE71B;2005;160.8
DE71B;2006;160.1
DE71B;2007;159.1
DE71B;2008;157.9
DE71B;2009;156.7
DE71B;2010;155.9
DE71B;2011;155.3
DE71B;2012;155.0
DE71B;2013;154.5
DE71B;2014;154.1
DE71B;2015;154.7
DE71B;2016;155.0
DE71B;2017;154.7
DE71B;2018;155.0
DE71B;2019;155.0
DE71B;2020;155.0
DE71B;2021;155.0
DE71B;2022;155.2
DE71C;1997;928.5
DE71C;1998;930.2
DE71C;1999;933.0
DE71C;2000;938.0
DE71C;2001;942.5
DE71C;2002;945.9
DE71C;2003;946.9
DE71C;2004;948.1
DE71C;2005;948.3
DE71C;2006;946.0
DE71C;2007;945.0
DE71C;2008;945.3
DE71C;2009;946.0
DE71C;2010;947.5
DE71C;2011;934.7
DE71C;2012;940.6
DE71C;2013;946.6
DE71C;2014;955.0
DE71C;2015;967.7
DE71C;2016;987.7
DE71C;2017;993.9
DE71C;2018;999.7
DE71C;2019;1005.5
DE71C;2020;1005.5
DE71C;2021;1009.0
DE71C;2022;1011.3
DE71D;1997;225.8
DE71D;1998;226.1
DE71D;1999;226.7
DE71D;2000;227.3
DE71D;2001;227.7
DE71D;2002;228.4
DE71D;2003;228.7
DE71D;2004;228.6
DE71D;2005;228.5
DE71D;2006;227.7
DE71D;2007;227.0
DE71D;2008;226.5
DE71D;2009;226.0
DE71D;2010;225.8
DE71D;2011;222.4
DE71D;2012;222.7
DE71D;2013;223.1
DE71D;2014;224.0
DE71D;2015;225.8
DE71D;2016;231.1
DE71D;2017;232.7
DE71D;2018;233.6
DE71D;2019;233.9
DE71D;2020;233.9
DE71D;2021;234.1
DE71D;2022;234.2
DE71E;1997;260.9
DE71E;1998;262.7
DE71E;1999;264.7
DE71E;2000;266.6
DE71E;2001;268.2
DE71E;2002;269.8
DE71E;2003;270.7
DE71E;2004;271.0
DE71E;2005;271.4
DE71E;2006;271.6
DE71E;2007;271.6
DE71E;2008;271.4
DE71E;2009;271.0
DE71E;2010;270.8
DE71E;2011;266.1
DE71E;2012;266.7
DE71E;2013;267.7
DE71E;2014;269.2
DE71E;2015;272.2
DE71E;2016;275.4
DE71E;2017;276.9
DE71E;2018;278.1
DE71E;2019;279.5
DE71E;2020;279.5
DE71E;2021;281.2
DE71E;2022;282.7
DE72;1997;197.1
DE72;1998;197.2
DE72;1999;197.4
DE72;2000;197.6
DE72;2001;197.8
DE72;2002;198.0
DE72;2003;198.0
DE72;2004;197.9
DE72;2005;197.5
DE72;2006;196.9
DE72;2007;196.1
DE72;2008;195.3
DE72;2009;194.5
DE72;2010;193.8
DE72;2011;190.7
DE72;2012;190.4
DE72;2013;190.1
DE72;2014;190.7
DE72;2015;192.2
DE72;2016;193.8
DE72;2017;194.3
DE72;2018;194.7
DE72;2019;194.9
DE72;2020;194.9
DE72;2021;195.1
DE72;2022;195.3
DE721;1997;296.0
DE721;1998;295.9
DE721;1999;296.0
DE721;2000;296.5
DE721;2001;297.2
DE721;2002;298.2
DE721;2003;299.2
DE721;2004;299.7
DE721;2005;299.6
DE721;2006;299.4
DE721;2007;299.4
DE721;2008;299.0
DE721;2009;299.0
DE721;2010;299.7
DE721;2011;295.0
DE721;2012;295.8
DE721;2013;296.5
DE721;2014;300.4
DE721;2015;305.5
DE721;2016;309.6
DE721;2017;312.3
DE721;2018;314.1
DE721;2019;316.3
DE721;2020;316.3
DE721;2021;317.9
DE721;2022;319.2
DE722;1997;247.0
DE722;1998;246.6
DE722;1999;246.5
DE722;2000;246.5
DE722;2001;246.6
DE722;2002;246.5
DE722;2003;246.2
DE722;2004;245.5
DE722;2005;244.7
DE722;2006;243.7
DE722;2007;242.6
DE722;2008;241.3
DE722;2009;239.8
DE722;2010;238.4
DE722;2011;237.6
DE722;2012;236.8
DE722;2013;236.0
DE722;2014;235.6
DE722;2015;236.5
DE722;2016;238.1
DE722;2017;238.6
DE722;2018;238.5
DE722;2019;238.1
DE722;2020;238.1
DE722;2021;237.9
DE722;2022;237.9
DE723;1997;233.8
DE723;1998;234.8
DE723;1999;236.3
DE723;2000;237.3
DE723;2001;237.7
DE723;2002;238.0
DE723;2003;238.1
DE723;2004;238.3
DE723;2005;238.3
DE723;2006;237.2
DE723;2007;235.8
DE723;2008;234.6
DE723;2009;233.1
DE723;2010;231.7
DE723;2011;231.1
DE723;2012;230.5
DE723;2013;230.1
DE723;2014;230.6
DE723;2015;231.9
DE723;2016;233.1
DE723;2017;233.1
DE723;2018;233.1
DE723;2019;233.1
DE723;2020;233.1
DE723;2021;233.2
DE723;2022;233.8
DE724;1997;199.9
DE724;1998;200.2
DE724;1999;200.6
DE724;2000;200.7
DE724;2001;200.7
DE724;2002;200.9
DE724;2003;201.1
DE724;2004;201.0
DE724;2005;200.8
DE724;2006;200.5
DE724;2007;200.0
DE724;2008;199.6
DE724;2009;199.2
DE724;2010;198.9
DE724;2011;191.5
DE724;2012;191.2
DE724;2013;191.3
DE724;2014;191.3
DE724;2015;192.7
DE724;2016;194.2
DE724;2017;194.6
DE724;2018;195.3
DE724;2019;195.6
DE724;2020;195.6
DE724;2021;195.3
DE724;2022;194.9
DE725;1997;81.6
DE725;1998;81.4
DE725;1999;81.3
DE725;2000;81.3
DE725;2001;81.2
DE725;2002;81.0
DE725;2003;80.7
DE725;2004;80.3
DE725;2005;79.7
DE725;2006;79.0
DE725;2007;78.2
DE725;2008;77.4
DE725;2009;76.5
DE725;2010;75.5
DE725;2011;74.3
DE725;2012;73.7
DE725;2013;73.1
DE725;2014;72.7
DE725;2015;73.0
DE725;2016;73.4
DE725;2017;73.1
DE725;2018;72.8
DE725;2019;72.5
DE725;2020;72.5
DE725;2021;72.4
DE725;2022;72.4
DE73;1997;153.6
DE73;1998;153.5
DE73;1999;153.2
DE73;2000;153.0
DE73;2001;152.8
DE73;2002;152.6
DE73;2003;152.3
DE73;2004;152.0
DE73;2005;151.5
DE73;2006;150.7
DE73;2007;149.8
DE73;2008;149.0
DE73;2009;148.2
DE73;2010;147.5
DE73;2011;145.5
DE73;2012;145.2
DE73;2013;144.9
DE73;2014;144.8
DE73;2015;145.7
DE73;2016;147.1
DE73;2017;147.4
DE73;2018;147.5
DE73;2019;147.5
DE73;2020;147.5
DE73;2021;147.4
DE73;2022;147.3
DE731;1997;1875.1
DE731;1998;1861.9
DE731;1999;1846.0
DE731;2000;1830.9
DE731;2001;1824.1
DE731;2002;1821.2
DE731;2003;1819.2
DE731;2004;1820.7
DE731;2005;1821.0
