nuts3;year;pop_density
DE251;1998;398.7
DE251;1999;400.7
DE251;2000;402.4
DE251;2001;403.5
DE251;2002;405.1
DE251;2003;406.6
DE251;2004;406.4
DE251;2005;406.0
DE251;2006;405.5
DE251;2007;404.1
DE251;2008;404.3
DE251;2009;404.7
DE251;2010;403.7
DE251;2011;396.1
DE251;2012;396.8
DE251;2013;398.0
DE251;2014;399.2
DE251;2015;405.8
DE251;2016;413.5
DE251;2017;415.9
DE251;2018;417.5
DE251;2019;418.2
DE251;2020;418.2
DE251;2021;417.4
DE251;2022;416.7
DE252;1997;1307.0
DE252;1998;1309.6
DE252;1999;1312.2
DE252;2000;1311.9
DE252;2001;1319.4
DE252;2002;1328.1
DE252;2003;1331.6
DE252;2004;1333.9
DE252;2005;1339.3
DE252;2006;1347.0
DE252;2007;1356.4
DE252;2008;1364.4
DE252;2009;1370.3
DE252;2010;1372.4
DE252;2011;1350.6
DE252;2012;1362.7
DE252;2013;1371.3
DE252;2014;1376.9
DE252;2015;1394.5
DE252;2016;1438.0
DE252;2017;1455.5
DE252;2018;1466.8
DE252;2019;1476.9
DE252;2020;1476.9
DE252;2021;1479.7
DE252;2022;1484.7
DE253;1997;1719.3
DE253;1998;1725.3
DE253;1999;1726.9
DE253;2000;1738.3
DE253;2001;1750.1
DE253;2002;1760.4
DE253;2003;1765.4
DE253;2004;1771.1
DE253;2005;1783.2
DE253;2006;1792.0
DE253;2007;1797.6
DE253;2008;1801.1
DE253;2009;1800.4
DE253;2010;1804.8
DE253;2011;1828.0
DE253;2012;1854.8
DE253;2013;1879.8
DE253;2014;1915.3
DE253;2015;1949.9
DE253;2016;1980.7
DE253;2017;1999.4
DE253;2018;2018.0
DE253;2019;2033.7
DE253;2020;2033.7
DE253;2021;2037.5
DE253;2022;2042.4
DE254;1997;2644.1
DE254;1998;2621.0
DE254;1999;2612.5
DE254;2000;2615.8
DE254;2001;2628.4
DE254;2002;2641.7
DE254;2003;2647.7
DE254;2004;2652.9
DE254;2005;2667.8
DE254;2006;2682.7
DE254;2007;2693.0
DE254;2008;2700.5
DE254;2009;2702.0
DE254;2010;2707.7
DE254;2011;2615.1
DE254;2012;2643.1
DE254;2013;2666.7
DE254;2014;2688.0
DE254;2015;2717.9
DE254;2016;2761.1
DE254;2017;2775.2
DE254;2018;2793.4
DE254;2019;2802.0
DE254;2020;2802.0
DE254;2021;2794.4
DE254;2022;2773.4
DE255;1997;933.4
DE255;1998;926.0
DE255;1999;926.0
DE255;2000;932.0
DE255;2001;939.0
DE255;2002;945.5
DE255;2003;946.3
DE255;2004;946.3
DE255;2005;948.8
DE255;2006;951.6
DE255;2007;951.2
DE255;2008;950.0
DE255;2009;950.0
DE255;2010;950.9
DE255;2011;942.8
DE255;2012;952.3
DE255;2013;963.8
DE255;2014;969.4
DE255;2015;980.1
DE255;2016;989.5
DE255;2017;993.8
DE255;2018;994.8
DE255;2019;997.2
DE255;2020;997.2
DE255;2021;1000.5
DE255;2022;1002.5
DE256;1997;91.4
DE256;1998;91.8
DE256;1999;92.2
DE256;2000;92.7
DE256;2001;93.0
DE256;2002;93.2
DE256;2003;93.4
DE256;2004;93.5
DE256;2005;93.4
DE256;2006;93.0
DE256;2007;92.6
DE256;2008;92.2
DE256;2009;91.8
DE256;2010;91.4
DE256;2011;90.5
DE256;2012;90.4
DE256;2013;90.6
DE256;2014;90.9
DE256;2015;91.5
DE256;2016;92.2
DE256;2017;92.7
DE256;2018;93.2
DE256;2019;93.5
DE256;2020;93.5
DE256;2021;93.8
DE256;2022;94.3
DE257;1997;223.0
DE257;1998;224.8
DE257;1999;226.4
DE257;2000;227.7
DE257;2001;229.1
DE257;2002;230.4
DE257;2003;231.2
DE257;2004;231.4
DE257;2005;231.3
DE257;2006;231.4
DE257;2007;231.8
DE257;2008;232.0
DE257;2009;232.2
DE257;2010;232.5
DE257;2011;231.0
DE257;2012;232.0
DE257;2013;233.1
DE257;2014;234.4
DE257;2015;236.3
DE257;2016;240.8
DE257;2017;241.9
DE257;2018;243.4
DE257;2019;245.1
DE257;2020;245.1
DE257;2021;246.7
DE257;2022;248.6
DE258;1997;365.4
DE258;1998;368.7
DE258;1999;369.0
DE258;2000;367.8
DE258;2001;368.1
DE258;2002;369.6
DE258;2003;371.3
DE258;2004;372.0
DE258;2005;371.2
DE258;2006;371.0
DE258;2007;371.8
DE258;2008;372.3
DE258;2009;372.2
DE258;2010;372.7
DE258;2011;367.0
DE258;2012;369.4
DE258;2013;371.4
DE258;2014;371.9
DE258;2015;371.6
DE258;2016;375.0
DE258;2017;378.1
DE258;2018;380.4
DE258;2019;383.1
DE258;2020;383.1
DE258;2021;385.3
DE258;2022;387.8
DE259;1997;208.2
DE259;1998;208.5
DE259;1999;208.8
DE259;2000;209.7
DE259;2001;210.4
DE259;2002;210.9
DE259;2003;211.2
DE259;2004;211.5
DE259;2005;211.1
DE259;2006;210.5
DE259;2007;209.9
DE259;2008;209.3
DE259;2009;208.7
DE259;2010;208.1
DE259;2011;205.2
DE259;2012;205.5
DE259;2013;206.1
DE259;2014;206.8
DE259;2015;208.5
DE259;2016;210.6
DE259;2017;211.9
DE259;2018;212.8
DE259;2019;213.5
DE259;2020;213.5
DE259;2021;214.0
DE259;2022;214.4
DE25A;1997;76.1
DE25A;1998;76.8
DE25A;1999;77.2
DE25A;2000;77.7
DE25A;2001;78.0
DE25A;2002;78.4
DE25A;2003;78.6
DE25A;2004;78.8
DE25A;2005;78.9
DE25A;2006;78.7
DE25A;2007;78.3
DE25A;2008;78.0
DE25A;2009;77.5
DE25A;2010;77.2
DE25A;2011;77.0
DE25A;2012;76.9
DE25A;2013;76.9
DE25A;2014;77.1
DE25A;2015;77.6
DE25A;2016;78.2
DE25A;2017;78.5
DE25A;2018;78.9
DE25A;2019;79.5
DE25A;2020;79.5
DE25A;2021;79.8
DE25A;2022;80.1
DE25B;1997;135.1
DE25B;1998;136.2
DE25B;1999;137.4
DE25B;2000;138.3
DE25B;2001;139.2
DE25B;2002;139.8
DE25B;2003;140.2
DE25B;2004;140.5
DE25B;2005;140.4
DE25B;2006;140.1
DE25B;2007;139.9
DE25B;2008;139.6
DE25B;2009;139.1
DE25B;2010;138.8
DE25B;2011;137.6
DE25B;2012;137.5
DE25B;2013;137.7
DE25B;2014;138.2
DE25B;2015;139.1
DE25B;2016;140.7
DE25B;2017;141.2
DE25B;2018;142.0
DE25B;2019;142.4
DE25B;2020;142.4
DE25B;2021;142.5
DE25B;2022;142.9
DE25C;1997;97.4
DE25C;1998;97.6
DE25C;1999;97.8
DE25C;2000;97.9
DE25C;2001;98.0
DE25C;2002;98.1
DE25C;2003;98.2
DE25C;2004;98.0
DE25C;2005;97.7
DE25C;2006;97.2
DE25C;2007;96.8
DE25C;2008;96.2
DE25C;2009;95.6
DE25C;2010;95.2
DE25C;2011;95.1
DE25C;2012;94.9
DE25C;2013;95.0
DE25C;2014;95.2
DE25C;2015;95.7
DE25C;2016;98.0
DE25C;2017;98.4
DE25C;2018;98.6
DE25C;2019;98.9
DE25C;2020;98.9
DE25C;2021;99.3
DE25C;2022;99.7
DE26;1997;155.3
DE26;1998;155.7
DE26;1999;156.1
DE26;2000;156.5
DE26;2001;156.9
DE26;2002;157.4
DE26;2003;157.6
DE26;2004;157.6
DE26;2005;157.4
DE26;2006;157.0
DE26;2007;156.6
DE26;2008;156.0
DE26;2009;155.3
DE26;2010;154.7
DE26;2011;152.5
DE26;2012;152.2
DE26;2013;152.1
DE26;2014;152.2
DE26;2015;152.7
DE26;2016;153.9
DE26;2017;154.4
DE26;2018;154.8
DE26;2019;155.1
DE26;2020;155.1
DE26;2021;155.1
DE26;2022;155.3
DE261;1997;1059.6
DE261;1998;1066.1
DE261;1999;1067.7
DE261;2000;1072.7
DE261;2001;1083.3
DE261;2002;1095.1
DE261;2003;1098.3
DE261;2004;1098.5
DE261;2005;1098.9
DE261;2006;1098.6
DE261;2007;1098.7
DE261;2008;1099.3
DE261;2009;1099.9
DE261;2010;1099.7
DE261;2011;1078.9
DE261;2012;1081.7
DE261;2013;1084.7
DE261;2014;1096.9
DE261;2015;1106.1
DE261;2016;1132.6
DE261;2017;1140.3
DE261;2018;1151.3
DE261;2019;1160.1
DE261;2020;1160.1
DE261;2021;1162.8
DE261;2022;1165.9
DE262;1997;1555.2
DE262;1998;1553.4
DE262;1999;1539.3
DE262;2000;1528.6
DE262;2001;1529.4
DE262;2002;1532.9
DE262;2003;1533.4
DE262;2004;1530.6
DE262;2005;1522.5
DE262;2006;1515.6
DE262;2007;1508.9
DE262;2008;1503.6
DE262;2009;1499.9
DE262;2010;1497.9
DE262;2011;1461.8
DE262;2012;1459.6
DE262;2013;1455.9
DE262;2014;1437.0
DE262;2015;1438.6
DE262;2016;1495.6
DE262;2017;1516.6
DE262;2018;1535.3
DE262;2019;1535.1
DE262;2020;1535.1
DE262;2021;1524.9
DE262;2022;1527.2
DE263;1997;1445.4
DE263;1998;1439.0
DE263;1999;1444.7
DE263;2000;1457.9
DE263;2001;1472.6
DE263;2002;1493.4
DE263;2003;1509.2
DE263;2004;1520.4
DE263;2005;1526.0
DE263;2006;1533.8
DE263;2007;1541.3
DE263;2008;1533.2
DE263;2009;1521.7
DE263;2010;1523.4
DE263;2011;1420.7
DE263;2012;1420.9
DE263;2013;1422.3
DE263;2014;1414.3
DE263;2015;1415.3
DE263;2016;1441.9
DE263;2017;1452.0
DE263;2018;1462.7
DE263;2019;1470.2
DE263;2020;1470.2
DE263;2021;1464.9
DE263;2022;1459.1
DE264;1997;246.1
DE264;1998;247.0
DE264;1999;247.8
DE264;2000;248.6
DE264;2001;249.2
DE264;2002;249.9
DE264;2003;250.4
DE264;2004;250.8
DE264;2005;250.6
DE264;2006;249.9
DE264;2007;249.4
DE264;2008;248.8
DE264;2009;247.9
DE264;2010;247.2
DE264;2011;246.8
DE264;2012;246.7
DE264;2013;247.0
DE264;2014;247.2
DE264;2015;247.8
DE264;2016;249.8
DE264;2017;250.0
DE264;2018;250.5
DE264;2019;250.7
DE264;2020;250.7
DE264;2021;251.0
DE264;2022;251.5
DE265;1997;96.5
DE265;1998;96.4
DE265;1999;96.3
DE265;2000;96.2
DE265;2001;96.2
DE265;2002;96.3
DE265;2003;96.0
DE265;2004;95.7
DE265;2005;95.2
DE265;2006;94.7
DE265;2007;94.1
DE265;2008;93.4
DE265;2009;92.7
DE265;2010;92.0
DE265;2011;91.4
DE265;2012;90.9
DE265;2013;90.6
DE265;2014;90.5
DE265;2015;90.6
DE265;2016;90.7
DE265;2017;90.7
DE265;2018;90.8
DE265;2019;90.8
DE265;2020;90.8
DE265;2021;90.8
DE265;2022;90.9
DE266;1997;84.7
DE266;1998;85.0
DE266;1999;85.1
DE266;2000;85.0
DE266;2001;84.8
DE266;2002;84.9
DE266;2003;85.0
DE266;2004;84.9
DE266;2005;84.6
DE266;2006;83.9
DE266;2007;83.2
DE266;2008;82.5
DE266;2009;81.9
DE266;2010;81.4
DE266;2011;79.1
DE266;2012;78.6
DE266;2013;78.4
DE266;2014;78.1
DE266;2015;78.0
DE266;2016;78.1
DE266;2017;78.1
DE266;2018;78.0
DE266;2019;77.9
DE266;2020;77.9
DE266;2021;77.9
DE266;2022;77.7
DE267;1997;91.6
DE267;1998;91.9
DE267;1999;92.2
DE267;2000;92.5
DE267;2001;92.5
DE267;2002;92.4
DE267;2003;92.3
DE267;2004;92.1
DE267;2005;91.7
DE267;2006;91.3
DE267;2007;90.7
DE267;2008;90.1
DE267;2009;89.6
DE267;2010;89.1
DE267;2011;88.4
DE267;2012;88.2
DE267;2013;88.0
DE267;2014;88.0
DE267;2015;88.2
DE267;2016;88.8
DE267;2017;88.8
DE267;2018;88.9
DE267;2019;88.8
DE267;2020;88.8
DE267;2021;88.7
DE267;2022;88.6
DE268;1997;128.7
DE268;1998;129.2
DE268;1999;129.5
DE268;2000;129.9
DE268;2001;130.1
DE268;2002;130.4
DE268;2003;130.7
DE268;2004;130.8
DE268;2005;130.8
DE268;2006;130.7
DE268;2007;130.6
DE268;2008;130.3
DE268;2009;129.8
DE268;2010;129.4
DE268;2011;128.2
DE268;2012;128.3
DE268;2013;128.6
DE268;2014;129.1
DE268;2015;130.0
DE268;2016;131.5
DE268;2017;132.3
DE268;2018;133.1
DE268;2019;133.7
DE268;2020;133.7
DE268;2021;134.3
DE268;2022;134.9
DE269;1997;181.0
DE269;1998;181.6
DE269;1999;182.2
DE269;2000;183.0
DE269;2001;183.5
DE269;2002;183.7
DE269;2003;183.8
DE269;2004;183.8
DE269;2005;183.7
DE269;2006;183.1
DE269;2007;182.3
DE269;2008;181.6
DE269;2009;180.7
DE269;2010;179.8
DE269;2011;179.3
DE269;2012;178.9
DE269;2013;178.7
DE269;2014;178.7
DE269;2015;179.0
DE269;2016;181.5
DE269;2017;181.5
DE269;2018;181.7
DE269;2019;181.8
DE269;2020;181.8
DE269;2021;181.8
DE269;2022;181.9
DE26A;1997;99.6
DE26A;1998;99.8
DE26A;1999;99.9
DE26A;2000;99.9
DE26A;2001;100.0
DE26A;2002;100.1
DE26A;2003;100.1
DE26A;2004;99.8
DE26A;2005;99.5
DE26A;2006;99.1
DE26A;2007;98.7
DE26A;2008;98.2
DE26A;2009;97.6
DE26A;2010;97.0
DE26A;2011;96.4
DE26A;2012;96.0
DE26A;2013;95.7
DE26A;2014;95.5
DE26A;2015;95.4
DE26A;2016;96.1
DE26A;2017;96.3
DE26A;2018;96.3
DE26A;2019;96.2
DE26A;2020;96.2
DE26A;2021;96.0
DE26A;2022;96.0
DE26B;1997;136.7
DE26B;1998;137.4
DE26B;1999;138.1
DE26B;2000;138.6
DE26B;2001;138.9
DE26B;2002;138.9
DE26B;2003;138.8
DE26B;2004;138.5
DE26B;2005;138.0
DE26B;2006;137.3
DE26B;2007;136.6
DE26B;2008;135.9
DE26B;2009;135.2
DE26B;2010;134.5
DE26B;2011;134.4
DE26B;2012;134.2
DE26B;2013;134.2
DE26B;2014;134.8
DE26B;2015;135.9
DE26B;2016;137.0
DE26B;2017;137.2
DE26B;2018;137.4
DE26B;2019;137.6
DE26B;2020;137.6
DE26B;2021;137.9
DE26B;2022;138.3
DE26C;1997;161.4
DE26C;1998;162.7
DE26C;1999;163.6
DE26C;2000;164.1
DE26C;2001;164.4
DE26C;2002;164.8
DE26C;2003;165.0
DE26C;2004;165.2
DE26C;2005;165.2
DE26C;2006;165.3
DE26C;2007;165.7
DE26C;2008;165.8
DE26C;2009;165.3
DE26C;2010;165.1
DE26C;2011;163.3
DE26C;2012;163.2
DE26C;2013;163.5
DE26C;2014;164.2
DE26C;2015;165.1
DE26C;2016;166.2
DE26C;2017;166.7
DE26C;2018;167.1
DE26C;2019;167.6
DE26C;2020;167.6
DE26C;2021;168.0
DE26C;2022;168.7
DE27;1997;173.2
DE27;1998;173.6
DE27;1999;174.2
DE27;2000;175.1
DE27;2001;176.2
DE27;2002;177.3
DE27;2003;178.1
DE27;2004;178.6
DE27;2005;178.9
DE27;2006;178.9
DE27;2007;178.9
DE27;2008;178.9
DE27;2009;178.7
DE27;2010;178.6
DE27;2011;178.2
DE27;2012;178.9
DE27;2013;180.1
DE27;2014;181.5
DE27;2015;183.5
DE27;2016;187.3
DE27;2017;188.7
DE27;2018;190.2
DE27;2019;191.5
DE27;2020;191.5
DE27;2021;192.5
DE27;2022;193.4
DE271;1997;1750.0
DE271;1998;1742.2
DE271;1999;1736.1
DE271;2000;1737.5
DE271;2001;1747.6
DE271;2002;1761.4
DE271;2003;1766.1
DE271;2004;1770.1
DE271;2005;1780.9
DE271;2006;1788.1
DE271;2007;1789.1
DE271;2008;1791.9
DE271;2009;1794.1
DE271;2010;1799.1
DE271;2011;1827.7
DE271;2012;1845.9
DE271;2013;1870.2
DE271;2014;1896.8
DE271;2015;1930.2
DE271;2016;1959.0
DE271;2017;1981.1
DE271;2018;2000.0
DE271;2019;2012.6
DE271;2020;2012.6
DE271;2021;2015.0
DE271;2022;2014.7
DE272;1997;1059.5
DE272;1998;1049.5
DE272;1999;1044.5
DE272;2000;1045.4
DE272;2001;1051.4
DE272;2002;1060.9
DE272;2003;1065.0
DE272;2004;1062.1
DE272;2005;1057.1
DE272;2006;1051.1
DE272;2007;1049.3
DE272;2008;1049.6
DE272;2009;1047.6
DE272;2010;1045.8
DE272;2011;1037.0
DE272;2012;1037.1
DE272;2013;1040.8
DE272;2014;1047.2
DE272;2015;1059.3
DE272;2016;1073.3
DE272;2017;1082.7
DE272;2018;1092.1
DE272;2019;1103.6
DE272;2020;1103.6
DE272;2021;1113.3
DE272;2022;1122.3
DE273;1997;973.3
DE273;1998;970.1
DE273;1999;970.1
DE273;2000;969.6
DE273;2001;970.9
DE273;2002;972.8
DE273;2003;972.8
DE273;2004;972.5
DE273;2005;971.4
DE273;2006;970.6
DE273;2007;973.3
DE273;2008;978.5
DE273;2009;980.9
DE273;2010;980.3
DE273;2011;1014.9
DE273;2012;1018.7
DE273;2013;1024.6
DE273;2014;1037.0
DE273;2015;1052.2
DE273;2016;1067.3
DE273;2017;1078.2
DE273;2018;1089.2
DE273;2019;1095.7
DE273;2020;1095.7
DE273;2021;1096.0
DE273;2022;1095.2
DE274;1997;581.3
DE274;1998;582.5
DE274;1999;584.0
DE274;2000;584.3
DE274;2001;585.0
DE274;2002;585.9
DE274;2003;586.1
DE274;2004;586.5
DE274;2005;586.2
DE274;2006;585.6
DE274;2007;585.0
DE274;2008;584.6
DE274;2009;585.0
DE274;2010;585.3
DE274;2011;588.1
DE274;2012;590.2
DE274;2013;594.0
DE274;2014;599.8
DE274;2015;607.4
DE274;2016;615.2
DE274;2017;619.7
DE274;2018;623.6
DE274;2019;628.1
DE274;2020;628.1
DE274;2021;631.9
DE274;2022;636.3
DE275;1997;153.0
DE275;1998;154.0
DE275;1999;155.3
DE275;2000;157.0
DE275;2001;158.7
DE275;2002;160.2
DE275;2003;161.6
DE275;2004;162.7
DE275;2005;163.1
DE275;2006;163.3
DE275;2007;163.5
DE275;2008;163.6
DE275;2009;163.7
DE275;2010;163.9
DE275;2011;162.0
DE275;2012;162.7
DE275;2013;163.8
DE275;2014;165.2
DE275;2015;166.8
DE275;2016;168.6
DE275;2017;169.7
DE275;2018;171.1
DE275;2019;172.4
DE275;2020;172.4
DE275;2021;173.3
DE275;2022;173.9
DE276;1997;215.1
DE276;1998;216.8
DE276;1999;218.5
DE276;2000;220.1
DE276;2001;221.8
DE276;2002;223.4
DE276;2003;224.5
DE276;2004;225.2
DE276;2005;225.4
DE276;2006;225.2
DE276;2007;225.0
DE276;2008;224.7
DE276;2009;224.2
DE276;2010;224.0
DE276;2011;221.6
DE276;2012;222.6
DE276;2013;224.0
DE276;2014;225.8
DE276;2015;228.0
DE276;2016;230.4
DE276;2017;232.4
DE276;2018;234.3
DE276;2019;236.0
DE276;2020;236.0
DE276;2021;238.0
DE276;2022;240.0
DE277;1997;116.2
DE277;1998;116.9
DE277;1999;117.6
DE277;2000;118.2
DE277;2001;118.8
DE277;2002;119.6
DE277;2003;120.2
DE277;2004;120.6
DE277;2005;120.7
DE277;2006;120.3
DE277;2007;119.9
DE277;2008;119.4
DE277;2009;118.9
DE277;2010;118.4
DE277;2011;117.8
DE277;2012;117.6
DE277;2013;117.6
DE277;2014;117.8
DE277;2015;118.7
DE277;2016;121.2
DE277;2017;121.6
DE277;2018;122.6
DE277;2019;123.5
DE277;2020;123.5
DE277;2021;124.2
DE277;2022;125.1
DE278;1997;157.9
DE278;1998;158.3
DE278;1999;158.8
DE278;2000;159.2
DE278;2001;159.8
DE278;2002;160.5
DE278;2003;161.0
DE278;2004;161.1
DE278;2005;160.7
DE278;2006;160.2
DE278;2007;159.7
DE278;2008;159.3
DE278;2009;158.6
DE278;2010;158.1
DE278;2011;157.7
DE278;2012;157.6
DE278;2013;157.9
DE278;2014;159.1
DE278;2015;160.7
DE278;2016;162.9
DE278;2017;163.8
DE278;2018;165.3
DE278;2019;167.0
DE278;2020;167.0
DE278;2021;168.0
DE278;2022;168.9
DE279;1997;305.7
DE279;1998;306.4
DE279;1999;307.6
DE279;2000;309.1
DE279;2001;311.2
DE279;2002;313.7
DE279;2003;315.6
DE279;2004;316.8
DE279;2005;317.0
DE279;2006;317.0
DE279;2007;317.8
DE279;2008;319.0
DE279;2009;320.0
DE279;2010;320.5
DE279;2011;318.0
DE279;2012;319.5
DE279;2013;321.7
DE279;2014;324.1
DE279;2015;327.7
DE279;2016;333.3
DE279;2017;335.5
DE279;2018;338.6
DE279;2019;341.2
DE279;2020;341.2
DE279;2021;342.8
DE279;2022;344.9
DE27A;1997;235.7
DE27A;1998;236.6
DE27A;1999;237.2
DE27A;2000;238.0
DE27A;2001;239.6
DE27A;2002;241.3
DE27A;2003;242.5
DE27A;2004;243.5
DE27A;2005;244.8
DE27A;2006;246.1
DE27A;2007;247.1
DE27A;2008;247.6
DE27A;2009;247.2
DE27A;2010;246.8
DE27A;2011;242.3
DE27A;2012;242.9
DE27A;2013;243.6
DE27A;2014;245.1
DE27A;2015;247.4
DE27A;2016;284.1
DE27A;2017;285.4
DE27A;2018;286.6
DE27A;2019;288.1
DE27A;2020;288.1
DE27A;2021;288.8
DE27A;2022;289.5
DE27B;1997;91.7
DE27B;1998;92.4
DE27B;1999;93.2
DE27B;2000;94.0
DE27B;2001;94.6
DE27B;2002;95.2
DE27B;2003;95.7
DE27B;2004;96.1
DE27B;2005;96.4
DE27B;2006;96.5
DE27B;2007;96.4
DE27B;2008;96.3
DE27B;2009;96.1
DE27B;2010;96.0
DE27B;2011;95.7
DE27B;2012;96.0
DE27B;2013;96.4
DE27B;2014;97.1
DE27B;2015;98.1
DE27B;2016;100.6
DE27B;2017;101.2
DE27B;2018;102.0
DE27B;2019;102.7
DE27B;2020;102.7
DE27B;2021;103.2
DE27B;2022;104.0
DE27C;1997;106.6
DE27C;1998;107.1
DE27C;1999;107.6
DE27C;2000;108.4
DE27C;2001;109.3
DE27C;2002;109.9
DE27C;2003;110.3
DE27C;2004;110.5
DE27C;2005;110.4
DE27C;2006;110.3
DE27C;2007;110.4
DE27C;2008;110.3
DE27C;2009;110.1
DE27C;2010;110.0
DE27C;2011;110.1
DE27C;2012;110.6
DE27C;2013;111.3
DE27C;2014;112.3
DE27C;2015;113.5
DE27C;2016;114.7
DE27C;2017;115.6
DE27C;2018;116.8
DE27C;2019;117.9
DE27C;2020;117.9
DE27C;2021;118.8
DE27C;2022;119.8
DE27D;1997;100.7
DE27D;1998;100.9
DE27D;1999;101.2
DE27D;2000;101.6
DE27D;2001;102.0
DE27D;2002;102.4
DE27D;2003;102.8
DE27D;2004;102.9
DE27D;2005;102.8
DE27D;2006;102.5
DE27D;2007;102.1
DE27D;2008;101.8
DE27D;2009;101.5
DE27D;2010;101.2
DE27D;2011;100.4
DE27D;2012;100.8
DE27D;2013;101.3
DE27D;2014;101.8
DE27D;2015;102.6
DE27D;2016;104.0
DE27D;2017;104.6
DE27D;2018;105.1
DE27D;2019;105.4
DE27D;2020;105.4
DE27D;2021;105.7
DE27D;2022;106.2
DE27E;1997;95.1
DE27E;1998;95.3
DE27E;1999;95.7
DE27E;2000;96.2
DE27E;2001;96.8
DE27E;2002;97.3
DE27E;2003;97.7
DE27E;2004;98.0
DE27E;2005;98.3
DE27E;2006;98.5
DE27E;2007;98.6
DE27E;2008;98.6
DE27E;2009;98.4
DE27E;2010;98.2
DE27E;2011;97.3
DE27E;2012;97.6
DE27E;2013;98.1
DE27E;2014;98.6
DE27E;2015;99.4
DE27E;2016;100.9
DE27E;2017;101.5
DE27E;2018;102.0
DE27E;2019;102.5
DE27E;2020;102.5
DE27E;2021;102.8
DE27E;2022;103.2
DE3;1997;3864.0
DE3;1998;3830.7
DE3;1999;3811.1
DE3;2000;3796.7
DE3;2001;3796.5
DE3;2002;3802.0
DE3;2003;3802.0
DE3;2004;3799.4
DE3;2005;3802.8
DE3;2006;3811.9
DE3;2007;3827.2
DE3;2008;3842.7
DE3;2009;3857.6
DE3;2010;3871.6
DE3;2011;3719.9
DE3;2012;3757.3
DE3;2013;3811.3
DE3;2014;3867.4
DE3;2015;3922.5
DE3;2016;4193.2
DE3;2017;4248.4
DE3;2018;4289.8
DE3;2019;4322.9
DE3;2020;4322.9
DE3;2021;4334.3
DE3;2022;4339.0
DE30;1997;3864.0
DE30;1998;3830.7
DE30;1999;3811.1
DE30;2000;3796.7
DE30;2001;3796.5
DE30;2002;3802.0
DE30;2003;3802.0
DE30;2004;3799.4
DE30;2005;3802.8
DE30;2006;3811.9
DE30;2007;3827.2
DE30;2008;3842.7
DE30;2009;3857.6
DE30;2010;3871.6
DE30;2011;3719.9
DE30;2012;3757.3
DE30;2013;3811.3
DE30;2014;3867.4
DE30;2015;3922.5
DE30;2016;4193.2
DE30;2017;4248.4
DE30;2018;4289.8
DE30;2019;4322.9
DE30;2020;4322.9
DE30;2021;4334.3
DE30;2022;4339.0
DE300;1997;3864.0
DE300;1998;3830.7
DE300;1999;3811.1
DE300;2000;3796.7
DE300;2001;3796.5
DE300;2002;3802.0
DE300;2003;3802.0
DE300;2004;3799.4
DE300;2005;3802.8
DE300;2006;3811.9
DE300;2007;3827.2
DE300;2008;3842.7
DE300;2009;3857.6
DE300;2010;3871.6
DE300;2011;3719.9
DE300;2012;3757.3
DE300;2013;3811.3
DE300;2014;3867.4
DE300;2015;3922.5
DE300;2016;4193.2
DE300;2017;4248.4
DE300;2018;4289.8
DE300;2019;4322.9
DE300;2020;4322.9
DE300;2021;4334.3
DE300;2022;4339.0
DE4;1997;87.0
DE4;1998;87.6
DE4;1999;88.1
DE4;2000;88.3
DE4;2001;88.1
DE4;2002;87.8
DE4;2003;87.5
DE4;2004;87.2
DE4;2005;87.0
DE4;2006;86.6
DE4;2007;86.2
DE4;2008;85.8
DE4;2009;85.4
DE4;2010;85.0
DE4;2011;83.3
DE4;2012;83.1
DE4;2013;83.1
DE4;2014;82.7
DE4;2015;83.3
DE4;2016;85.8
DE4;2017;86.1
DE4;2018;86.4
DE4;2019;86.7
DE4;2020;86.7
DE4;2021;87.1
DE4;2022;87.3
DE40;1997;87.0
DE40;1998;87.6
DE40;1999;88.1
DE40;2000;88.3
DE40;2001;88.1
DE40;2002;87.8
DE40;2003;87.5
DE40;2004;87.2
DE40;2005;87.0
DE40;2006;86.6
DE40;2007;86.2
DE40;2008;85.8
DE40;2009;85.4
DE40;2010;85.0
DE40;2011;83.3
DE40;2012;83.1
DE40;2013;83.1
DE40;2014;82.7
DE40;2015;83.3
DE40;2016;85.8
DE40;2017;86.1
DE40;2018;86.4
DE40;2019;86.7
DE40;2020;86.7
DE40;2021;87.1
DE40;2022;87.3
DE401;1997;368.3
DE401;1998;359.8
DE401;1999;352.3
DE401;2000;345.8
DE401;2001;340.1
DE401;2002;335.3
DE401;2003;331.4
DE401;2004;328.6
DE401;2005;325.6
DE401;2006;322.6
DE401;2007;320.0
DE401;2008;317.9
DE401;2009;316.4
DE401;2010;314.7
DE401;2011;312.5
DE401;2012;311.4
DE401;2013;310.7
DE401;2014;308.8
DE401;2015;310.0
DE401;2016;365.4
DE401;2017;366.2
DE401;2018;367.4
DE401;2019;368.1
DE401;2020;368.1
DE401;2021;367.9
DE401;2022;368.6
DE402;1997;752.0
DE402;1998;737.5
DE402;1999;717.4
DE402;2000;698.7
DE402;2001;683.9
DE402;2002;670.3
DE402;2003;659.4
DE402;2004;651.4
DE402;2005;644.4
DE402;2006;636.6
DE402;2007;629.0
DE402;2008;622.7
DE402;2009;619.2
DE402;2010;620.2
DE402;2011;609.0
DE402;2012;608.3
DE402;2013;607.2
DE402;2014;599.7
DE402;2015;599.9
DE402;2016;606.4
DE402;2017;610.5
DE402;2018;609.9
DE402;2019;605.7
